idx,saq1_1,saq1_2,saq2_1,saq2_2,saq3_1,saq3_2,saq4_1,saq4_2,saq5_1,saq5_2,saq6_1,saq6_2,saq7_1,saq7_2,saq8_1,saq8_2,saq9_1,saq9_2,saq10_1,saq10_2,saq11_1,saq11_2,saq12_1,saq12_2,saq13_1,saq13_2,saq14_1,saq14_2,saq15_1,saq15_2,saq16_1,saq16_2,saq17_1,saq17_2,saq18_1,saq18_2,saq19_1,saq19_2,saq20_1,saq20_2,saq21_1,saq21_2,saq22_1,saq22_2,saq23_1,saq23_2,saq24_1,saq24_2,saq25_1,saq25_2,saq26_1,saq26_2,saq27_1,saq27_2,saq28_1,saq28_2,saq29_1,saq29_2,saq30_1,saq30_2,saq31_1,saq31_2,saq32_1,saq32_2,saq33_1,saq33_2,saq34_1,saq34_2,saq35_1,saq35_2,saq36_1,saq36_2,saq37_1,saq37_2,saq38_1,saq38_2,saq39_1,saq39_2,saq40_1,saq40_2,saq41_1,saq41_2,saq42_1,saq42_2,saq43_1,saq43_2,saq44_1,saq44_2,vq1,vq2,vq3,vq4,vq5,vq6,vq7,vq8,vq9,vq10,vq11,vq12,vq13,bq1,bq2,bq3,bq4,bq4_1a,bq4_1b,bq4_1c,bq5,bq5_1,bq5_2,bq6,bq7,bq8_1,bq8_2,bq8_3,bq9,bq10,bq11,bq12_1,bq12_2,bq12_3,bq12_4,bq12_5,bq13_1,bq13_2,bq13_3,bq14_1,bq14_2,bq14_3,bq14_4,bq14_5,bq14_6,bq14_7,bq15,bq16_1,bq16_2,bq16_3,bq16_4,bq16_5,bq16_6,bq16_7,bq16_8,bq16_9,bq16_10,bq17,bq18_1,bq18_2,bq18_3,bq18_4,bq18_5,bq18_6,bq18_7,bq18_8,bq18_9,bq18_10,bq19,bq20,bq20_1,bq21_1,bq21_2,bq21_3,bq21_4,bq22_1,bq22_2,bq22_3,bq22_4,bq22_5,bq22_6,bq23_1,bq23_2,bq23_3,bq24,bq25,bq26,bq26_1,bq27_1,bq27_2,bq28,bq29,bq30_1,bq30_2,bq30_3,knowcode
27156,3,4,3,4,3,3,3,4,3,4,3,3,3,4,3,4,2,3,2,2,2,3,2,3,3,4,4,5,3,4,3,3,3,4,3,4,2,3,4,5,4,5,4,5,3,4,3,3,4,5,3,4,4,6,5,6,4,6,5,6,2,2,4,6,5,6,5,6,5,6,5,6,2,3,4,6,4,6,4,6,4,6,4,6,4,6,4,6,5,4,4,3,4,2,4,2,3,3,4,3,4,4,1,1,1,공조냉동기계 기능사,가스안전관리사,에너지산업관리기사,2, , ,3,2,4,2,2,4,3,3,3,9,9,3,3,2,4,4,4,4,5,4,3,4,4,2,4,4,5,4,4,5,4,4,4,4,5,1,2,1,1,1,1,2,2,2,"보일러 기능 향상으로 기계, 장비를 항상 연구해야 한다",1,4,주거와 보일러는 불가분 관계여서 항상 사람손이 필요하다,3,3,3,2,9,8,2,2,3,2,8,2,2,1,54,2,기계설비,2,5,1,40, , ,5000,811501
27157,2,1,3,4,1, ,3,4,3,3,2,2,1, ,3,4,3,4,3,4,1, ,3,4,3,4,1, ,4,5,4,4,2,3,2,3,2,4,4,5,4,5,3,4,4,6,2,3,2,3,3,4,1, ,2,3,4,5,4,4,1, ,3,5,3,4,4,6,4,5,4,5,1, ,2,1,4,4,4,5,4,5,3,4,3,4,4,4,3,3,4,2,2,4,2,3,4,2,3,1,3,19,1,1,2, , , ,2, , ,2,3,3,3,4,4,4,4,3,3,4,3,4,3,3,3,4,3,3,4,3,3,3,4,3,4,3,4,4,4,4,4,4,4,3,2,2,2,2,2,2,2,2,2, ,3,1,셀프주유소 증가,1,1,1,1,5,6,6,6,5,4,5,4,4,1,38,2,인문,1,1,1,25,2500,2200, ,615701
27158,3,5,4,6,4,6,3,5,2,3,3,4,5,6,3,5,4,6,3,6,3,5,3,5,4,6,4,6,4,6,3,6,3,5,4,5,4,6,3,5,3,5,3,5,4,5,4,5,5,6,4,5,3,4,3,5,2,3,2,2,4,5,4,5,2,3,2,2,2,2,2,2,3,5,3,2,3,6,2,3,4,5,2,3,2,4,1, ,4,5,4,3,4,4,4,4,4,5,4,4,4,16,5,3,2, , , ,2, , ,4,4,4,3,3,4,4,4,3,4,4,4,4,4,3,3,4,3,2,3,1,2,4,4,5,4,4,1,1,3,3,3,2,4,4,2,2,2,2,2,2,2,2,2, ,2,3,소규모 맞춤 행사로 다양한 행사나 전시가 활성화 될 전망이다,2,2,2,1,8,7,7,3,3,4,7,6,5,1,38,3,경영학,1,1,1,48,3800,2500, ,24404
27159,4,4,4,4,2,3,3,4,4,5,4,5,4,5,3,4,4,4,4,5,3,4,3,4,4,5,3,4,3,4,4,5,3,4,3,4,3,3,3,4,3,4,3,4,3,5,3,4,3,3,3,4,4,5,4,5,4,5,4,5,4,5,4,6,4,4,4,5,4,5,4,5,4,5,4,5,4,5,4,5,4,5,4,5,4,5,4,5,4,4,3,4,4,4,4,4,4,4,4,4,4,4,1,2,1,전기기사, , ,2, , ,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,4,5,4,4,4,4,4,4,4,4,5,5,4,4,5,4,4,4,4,2,2,2,2,2,2,2,2,2, ,2,2,신기술 개발,3,3,3,2,8,6,7,4,4,4,7,7,7,1,36,4,전기공학,1,1,1,40,5500,4000, ,153102
27160,3,4,3,4,3,4,3,4,3,4,3,4,3,4,3,4,3,4,3,4,2,2,2,4,3,4,4,4,4,5,3,4,4,5,3,4,4,4,4,4,3,3,4,6,3,4,4,4,4,4,4,3,3,4,3,5,3,4,3,4,3,5,3,4,4,6,3,5,3,5,3,4,3,5,3,5,3,5,3,5,3,5,3,4,3,5,3,5,4,2,4,4,4,3,2,3,3,3,3,3,4,13,1,2,1,교통기사, , ,2, , ,6,5,4,4,3,3,4,3,4,4,4,4,4,3,3,3,4,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,4,4,2,2,2,2,2,2,2,2,2, ,2,1,경제하락으로 인해서,2,2,3,1,4,4,4,4,4,4,5,5,5,1,39,4,교통시스템학,1,1,1,45,4800,2800, ,140503
27161,4,5,5,5,4,5,4,5,3,4,4,5,4,5,4,5,4,4,4,3,3,5,5,5,3,5,3,3,4,4,3,5,4,4,4,4,5,5,4,3,4,4,3,3,5,4,3,4,2,2,2,2,2,4,2,2,2,4,2,2,2,4,1, ,2,2,2,3,2,3,2,1,3,3,2,3,2,1,3,3,3,2,2,4,3,3,4,3,4,4,4,3,4,2,4,3,3,4,4,4,4,16,5,2,1,교원자격증, , ,2, , ,6,5,4,4,4,4,4,4,4,4,4,4,4,4,3,3,4,4,4,4,3,3,3,3,4,4,5,4,4,5,4,4,3,3,2,2,2,1,2,2,1,2,2,2,소프트웨어의 교육활동 도입. 새로운 기기 활용한 교수법 대두,2,2,인공지능 및 3D업종 종사자 감소,1,3,3,1,3,3,3,4,3,4,2,2,3,2,37,4,유아교육학,1,1,1,40,4000,3000, ,213001
27162,4,3,4,3,3,3,3,3,2,3,3,4,1, ,3,3,3,3,3,3,3,4,3,4,3,4,2,4,2,3,3,4,2,4,3,3,3,4,3,5,3,4,4,4,2,4,1, ,1, ,1, ,2,3,1, ,3,4,3,4,3,3,3,3,5,4,5,4,5,4,5,4,1, ,4,4,4,4,3,4,3,5,3,4,4,4,3,4,4,4,4,4,3,2,3,3,3,3,2,3,4,3,1,6,1,전기.전자.기계.설비.제어, , ,1,1,전기.전자.기계.설비.제어 관련교육,5,3,2,1,2,4,3,3,4,3,3,4,3,2,4,4,1,2,3,4,4,4,4,4,5,2,1,1,1,2,5,1,1,5,4,2,2,1,2,2,1,2,2,2,"무인 측정 검사장비,무인 이동 장치",1,2,자동화 장비 축소/인공지능으로 Software는 자체 해결 진단 할 것이다,3,2,2,2,4,4,3,2,3,2,3,4,4,1,47,2,기계,1,1,1,52,7000,2900, ,815001
27163,3,4,3,4,3,4,5,7,4,6,5,6,5,5,4,6,3,4,5,6,5,6,3,4,3,4,3,4,3,4,4,6,3,4,3,4,3,4,3,4,3,4,3,4,3,4,3,4,3,4,4,6,4,6,3,4,3,4,3,4,3,4,3,4,3,4,3,4,4,6,4,6,3,4,5,7,4,6,4,6,5,5,5,6,5,5,5,5,5,4,3,4,5,3,4,3,3,3,3,4,3,6,1,1,1,유리시공기능사, , ,1,3,유리시공 훈련,5,2,3,3,2,5,5,5,2,3,4,4,4,2,4,4,3,4,5,4,3,4,4,4,4,5,4,5,5,4,4,5,5,5,4,2,2,2,2,2,2,2,2,2, ,1,3,수요가 꾸준히 늘고 있어서,3,3,3,2,7,6,8,7,6,5,6,5,5,1,35,2,인문계(문과),1,1,1,40,2800,2500, ,702502
27164,3,3,3,5,3,5,3,4,3,5,3,5,3,4,3,4,3,4,3,4,3,4,3,4,3,4,3,4,4,5,3,4,3,5,3,4,4,3,3,4,3,4,3,4,3,4,3,4,3,4,3,4,3,4,3,4,3,4,3,3,3,3,3,4,3,3,3,4,3,4,3,4,3,3,3,3,3,3,3,3,3,4,3,5,3,4,3,4,4,4,4,3,4,1,3,3,2,3,4,4,4,17,3,2,1,작업치료사, , ,1,4,재활치료,7,5,4,3,4,4,4,4,4,4,5,4,4,2,3,4,3,4,5,5,5,5,5,4,3,4,4,3,4,3,4,3,4,3,4,2,2,2,2,2,2,2,2,2, ,2,4,코로나로 인해 환자가 늘어난다,1,1,3,2,8,8,9,9,9,9,8,8,7,1,55,4,물리치료학,1,3,1,40,7500,2800, ,306502
27165,4,4,3,4,4,4,5,3,2,4,3,4,2,3,4,4,5,3,4,4,2,4,4,4,5,4,4,3,5,4,4,3,2,3,1, ,3,4,1, ,4,4,5,4,3,3,4,2,4,3,1, ,3,4,4,4,3,3,2,3,3,2,4,3,1, ,1, ,1, ,1, ,4,4,2,4,4,4,3,2,2,3,1, ,4,4,3,3,4,4,3,4,5,4,4,2,4,3,4,4,5,13,1,2,1,수질환경기사,대기환경기사,토양환경기사,2, , ,3,5,3,5,4,4,5,3,5,4,5,3,4,4,3,4,3,2,4,3,3,5,4,5,4,5,3,4,4,3,5,4,2,3,4,2,2,2,2,2,2,2,2,2, ,2,3,환경에 대한 관심도가 높아져서,3,3,3,2,7,4,5,4,3,6,4,7,6,1,31,4,환경공학,1,1,1,40,3200,3200, ,155304
27166,2,3,2,3,2,4,3,4,3,4,2,3,2,3,3,4,3,4,2,3,3,5,2,3,2,4,4,4,3,4,3,3,2,4,3,4,4,4,4,4,4,4,3,3,2,3,5,5,4,5,4,5,5,4,5,4,3,4,5,4,4,4,4,4,4,3,5,4,4,4,4,4,3,3,4,5,5,4,3,6,4,5,4,4,5,4,4,4,4,2,4,3,4,4,3,3,2,4,3,4,4,10,1,2,1,방송통신기능사, , ,1,3,인터넷 케이블 설치 수리 실무 교육,2,2,3,3,3,4,4,3,3,3,3,4,3,3,3,3,4,4,3,4,4,3,3,3,4,2,4,3,4,4,3,4,4,4,3,2,2,2,2,2,2,2,2,2, ,1,3,인터넷 수요 증가로 고용안정,3,2,3,2,5,6,5,4,3,4,5,4,4,1,42,2,전기,1,1,1,52,3640,3170, ,842301
27167,5,4,5,4,2,3,3,3,4,3,4,3,5,5,3,3,4,3,4,4,3,4,2,4,4,4,5,4,2,3,4,4,4,4,2,2,4,3,4,4,4,3,4,4,4,4,2,3,4,4,3,3,4,3,5,4,5,4,5,3,5,3,5,2,4,3,3,4,4,4,5,4,4,3,3,3,2,5,3,3,3,3,3,3,4,5,3,3,5,3,5,3,5,1,5,5,5,3,5,2,5,13,1,1,1,사진기능사, , ,1,1,영상촬영교육,1,2,3,4,4,4,4,3,4,9,9,9,4,2,4,4,4,4,3,4,3,4,3,4,3,4,4,3,4,4,4,4,3,3,3,2,2,2,2,2,2,2,2,2, ,1,2,"결혼감소로 인한 출산율 저조화로 돌사진,웨딩사진 감소",2,2,2,2,7,7,6,7,7,6,7,7,3,1,57,4,사진학,2,5,1,52, , ,3800,414201
27168,2,3,4,5,2,3,1, ,4,4,2,3,4,4,2,3,2,3,2,3,2,3,4,4,2,4,1, ,2,3,3,4,1, ,1, ,2,3,3,4,1, ,2,3,4,5,2,5,1, ,2,4,4,5,2,3,4,6,3,4,1, ,1, ,5,5,4,5,3,4,2,4,2,3,4,5,2,3,4,5,3,3,2,4,5,6,4,5,4,3,4,4,4,3,3,4,5,4,4,3,4,3,1,1,1,피아노조율기능사, , ,2, , ,2,2,3,4,4,4,3,3,4,3,4,5,5,3,4,4,4,3,4,4,3,4,5,4,4,4,3,3,4,5,4,4,5,5,3,2,2,2,2,2,2,2,2,2, ,3,2,AI개발로 인한 인원 감축,2,2,2,1,6,7,6,5,5,6,6,7,7,1,48,3,설계,2,5,1,48, , ,5300,885101
27169,2,4,2,4,2,3,3,3,3,3,3,4,1, ,3,4,3,3,2,3,1, ,3,4,3,3,3,4,2,3,2,4,3,4,3,4,3,3,3,3,3,4,4,4,4,3,4,3,4,3,4,5,2,2,3,4,2,2,2,2,1, ,3,3,2,2,2,2,2,2,2,2,3,4,2,3,2,3,2,3,3,4,3,3,4,3,2,2,3,3,2,3,2,1,2,2,1,2,1,3,2,6,4,1,2, , , ,2, , ,6,1,2,2,1,3,3,2,2,9,9,9,2,4,2,2,3,3,3,3,4,2,3,3,4,4,3,3,4,3,4,3,3,4,4,2,2,2,2,2,2,2,2,2, ,2,3,신축.재건축 모두 건축도장은 꼭 필요하므로,3,3,3,2,9,7,9,6,8,7,8,4,3,1,56,2,공고,2,6,1,48, , ,3800,702601
27170,4,5,5,7,4,5,3,4,4,5,3,4,3,4,3,4,4,5,3,4,4,5,4,5,4,5,4,5,2,2,3,4,3,4,3,4,3,4,3,4,4,5,4,5,3,4,5,6,3,4,4,5,3,4,1, ,2,3,2,3,4,5,3,4,1, ,1, ,1, ,1, ,1, ,1, ,1, ,1, ,1, ,1, ,3,4,3,5,4,4,3,3,4,4,3,5,3,4,3,3,3,18,1,4,1,관광통역안내사,국내여행안내사, ,1,2,관광통역과 국내여행 안내 교육이 필요하다,6,4,4,5,4,4,5,4,3,3,3,3,3,2,4,4,2,2,3,3,4,4,5,3,5,4,4,5,5,4,5,5,4,4,4,2,2,2,2,2,2,2,2,2, ,2,2,이미 많이 개발이 되어서 일자리가 축소 될 것 같다,2,2,2,1,7,2,2,2,2,7,2,2,3,1,30,4,영어영문,1,1,1,40,4000,4000, ,521101
27171,3,3,4,3,3,3,4,4,3,3,2,3,2,3,4,4,3,3,1, ,1, ,1, ,2,3,3,4,4,3,3,3,3,4,3,3,1, ,3,3,2,2,3,2,3,3,1, ,1, ,1, ,1, ,1, ,1, ,1, ,3,3,1, ,1, ,1, ,1, ,1, ,1, ,1, ,1, ,1, ,2,3,1, ,4,2,4,2,2,3,3,3,2,3,2,2,2,2,2,2,3,7,1,1,2, , , ,2, , ,7,2,2,3,3,4,3,3,3,3,3,3,3,4,1,3,3,2,2,2,2,3,4,3,4,3,2,3,3,3,4,4,4,4,4,2,2,2,2,2,2,2,2,2, ,1,2,온라인 시스템 발달로 오프라인 매장의 관련 직원의 감소가 예상되므로,2,2,2,2,7,8,7,7,6,4,6,4,4,2,33,2,인문계,1,1,1,45,2200,1800, ,615401
27172,3,2,3,2,2,2,2,3,4,3,3,3,2,3,5,5,2,2,3,4,3,3,1, ,4,3,1, ,1, ,4,3,1, ,1, ,1, ,1, ,3,2,2,2,3,3,2,2,2,3,1, ,3,2,1, ,2,2,5,4,1, ,3,2,3,3,4,5,4,5,3,4,1, ,4,3,2,3,2,2,4,3,4,3,4,4,2,2,3,2,1,2,3,2,3,3,2,3,3,2,2,3,1,2,2, , , ,2, , ,4,2,3,3,3,4,4,3,3,2,3,4,3,4,3,4,4,5,4,4,5,3,2,3,4,5,4,3,3,4,5,2,2,4,4,2,2,2,2,2,2,2,2,2, ,2,3,산업 및 제조업의 설비 투자는 계속되고 있으므로,3,3,3,2,8,9,7,4,7,2,2,7,5,1,53,2,공고,1,1,1,40,4500,2500, ,703201
27173,1, ,1, ,1, ,1, ,1, ,1, ,1, ,1, ,1, ,1, ,1, ,1, ,3,4,1, ,1, ,1, ,1, ,1, ,1, ,1, ,1, ,3,4,3,3,4,4,4,4,1, ,1, ,1, ,3,4,3,4,1, ,1, ,3,3,4,5,4,5,4,4,1, ,3,4,1, ,1, ,2,3,2,3,3,4,2,3,4,3,3,3,3,2,4,2,3,3,4,3,4,3,1,1,2, , , ,2, , ,3,2,3,3,2,4,3,4,2,9,9,9,3,2,4,4,3,2,1,3,2,4,3,4,4,3,4,3,3,4,5,4,3,5,3,2,2,2,2,2,2,2,2,2, ,1,3,현 상황과 동일할 것 같아서,2,2,2,2,8,5,6,5,7,6,5,6,4,1,40,3,기계,2,5,1,45, , ,4000,882101
27174,3,4,3,4,3,4,4,4,3,4,3,4,3,4,3,4,3,6,5,6,3,4,2,2,3,4,3,3,4,5,4,6,3,4,3,4,3,4,4,6,5,7,4,6,5,7,3,4,3,4,4,6,5,7,5,6,5,7,5,6,3,3,5,7,4,6,5,7,5,6,5,6,4,5,5,6,4,6,5,6,5,5,5,6,5,6,5,6,5,4,2,3,5,2,5,4,4,2,3,4,5,6,1,1,2, , , ,1,3,유리 시공 훈련,5,2,4,3,3,4,4,4,2,3,4,4,3,4,2,3,3,3,4,3,4,3,3,4,4,4,5,4,5,4,4,5,5,5,4,2,2,2,2,2,2,2,2,2, ,1,3,수요가 많아서,3,3,3,2,6,5,7,8,6,5,6,5,6,1,30,2,인문계(문과),1,1,1,40,3000,2400, ,702502
27175,4,5,3,5,4,5,2,3,2,3,3,5,1, ,2,3,2,3,3,4,2,3,2,3,2,3,2,3,2,3,3,4,2,4,3,4,2,4,3,4,2,4,2,4,2,5,3,4,2,3,3,4,2,4,2,4,3,4,2,4,3,5,3,5,4,5,4,5,3,4,2,4,3,4,2,4,3,4,3,4,2,3,2,4,2,4,2,4,2,3,2,4,4,5,4,4,4,5,4,4,4,18,1,2,2, , , ,1,4,"워킹교육,자세교육",4,2,3,3,3,2,3,2,3,3,3,4,3,4,4,4,4,5,4,4,4,4,4,2,4,5,4,4,4,5,4,4,4,4,4,2,2,2,2,2,2,1,2,2,코로나로 인해서 패션쇼를 할수가 없어서,1,2,경기가 안좋아서,2,2,2,1,7,7,7,6,6,6,7,7,7,2,29,2,문과,1,2,2,30,3200,1500, ,416202
27176,2,3,2,3,2,3,3,4,1, ,3,5,2,1,3,4,3,3,3,5,1, ,3,5,3,4,3,5,3,4,3,4,1, ,2,1,4,5,3,4,3,5,3,5,2,1,3,5,3,4,3,4,2,1,2,1,3,4,3,4,1, ,2,3,3,4,3,5,3,5,1, ,3,4,1, ,4,5,2,2,2,2,4,5,4,5,4,5,3,3,2,3,4,2,3,3,2,3,4,2,3,19,5,2,1,선수트레이너,물리치료, ,2, , ,3,4,3,2,2,4,5,3,3,3,3,4,4,3,4,4,3,3,4,4,4,3,4,4,3,3,3,3,4,4,3,2,2,4,3,2,2,2,2,2,2,2,2,2, ,1,4,선수 대비 트레이너 부족,3,3,3,1,5,6,6,6,6,4,3,3,5,1,34,4,사회체육,1,1,1,25,3505,3100, ,420402
27177,3,5,3,3,3,3,2,3,1, ,2,4,1, ,5,6,4,4,1, ,1, ,3,5,3,3,1, ,2,3,4,6,1, ,1, ,4,5,5,4,5,3,1, ,3,4,1, ,2,3,1, ,4,5,2,2,5,4,4,5,1, ,3,3,5,7,4,4,3,4,2,3,3,4,3,3,5,5,2,3,3,5,4,5,4,5,3,4,2,1,5,2,3,2,2,5,3,4,1,2,2,8,1,2,2, , , ,2, , ,3,2,2,1,1,2,2,1,2,1,2,4,3,4,2,2,3,4,2,3,3,5,3,3,5,2,3,4,2,3,5,3,3,5,3,2,2,2,2,2,2,2,2,2, ,1,3,유선전화는 감소하고 IPTV는 늘어나면서 일자리는 현상유지를 할것 같다,3,3,3,2,6,7,6,4,5,3,7,4,4,1,40,2,전자,1,1,1,40,2900,2400, ,842301
27178,4,6,4,6,4,5,4,4,4,6,4,5,4,5,4,6,4,5,4,6,4,5,4,5,4,5,4,5,4,5,4,5,4,5,4,5,4,5,4,5,4,5,4,5,4,4,4,6,4,5,4,5,4,5,4,5,4,5,4,5,4,5,4,5,4,5,3,5,4,6,4,5,4,5,4,6,4,6,4,6,4,5,4,6,4,5,4,5,4,4,5,4,4,4,4,4,4,3,4,4,4,13,1,2,1,변호사, , ,2, , ,3,5,4,3,4,4,5,4,5,4,5,5,5,3,4,4,4,4,4,3,4,4,3,4,4,4,3,4,4,4,3,4,4,4,4,2,2,2,2,2,2,2,2,2, ,1,4,여성의 경제활동 증가로 육아휴직등 법적분쟁 증가,2,3,3,1,7,4,5,6,5,6,7,6,7,2,36,4,법학,1,1,1,44,6500,5000, ,221201
27179,2,2,2,4,1, ,2,4,2,2,2,4,3,3,4,5,3,3,1, ,2,4,4,4,4,3,3,3,2,3,2,3,2,2,2,4,2,2,3,5,5,6,3,4,4,4,5,3,3,3,2,2,5,6,5,6,5,5,5,4,2,4,3,3,5,5,4,4,5,6,5,4,4,4,4,3,3,3,2,3,3,5,3,2,4,3,3,6,4,4,4,3,2,2,3,3,2,3,3,3,4,3,1,3,2, , , ,2, , ,3,4,4,3,3,4,4,4,4,4,5,5,5,2,4,4,4,3,2,2,3,4,4,5,4,2,3,4,4,4,5,4,3,4,4,2,2,2,2,2,2,2,2,2, ,1,3,전자장비 생산이 늘어나서 일자리가 안정될 것이다,3,3,3,2,7,2,8,3,7,2,6,1,8,1,56,3,기계공학,1,1,1,45,4500,2000, ,835201
27180,3,4,4,3,2,2,2,3,4,5,4,5,3,5,4,4,4,3,4,5,5,4,4,4,2,2,3,3,2,2,3,3,4,4,4,4,2,3,4,4,5,6,4,5,2,3,3,3,4,5,4,4,5,6,5,5,4,5,5,4,4,5,5,5,4,5,4,5,5,5,4,5,4,5,3,4,3,3,2,3,2,3,2,3,4,5,3,4,3,4,3,4,4,2,4,3,4,3,4,3,4,1,1,3,1,전자응용기술사,산업계측제어, ,2, , ,5,5,4,3,3,4,4,3,3,3,3,4,3,3,3,4,3,4,3,2,3,3,3,3,3,4,4,3,4,4,4,5,4,5,4,2,2,2,2,2,2,2,2,2, ,1,3,기계 대체 불가,2,3,3,1,7,8,5,3,4,5,3,7,6,1,35,4,전기,1,1,1,40,3800,3200, ,153102
27181,1, ,2,3,2,2,1, ,1, ,1, ,1, ,2,3,1, ,1, ,1, ,1, ,2,2,2,3,2,3,1, ,1, ,1, ,1, ,1, ,2,3,1, ,1, ,1, ,1, ,1, ,1, ,1, ,2,3,1, ,1, ,1, ,1, ,1, ,2,2,1, ,1, ,1, ,1, ,1, ,3,3,2,2,2,2,2,2,3,4,5,3,1,2,2,3,2,1,4,3,5,19,1,2,2, , , ,2, , ,1,1,2,1,1,3,2,1,4,9,3,4,4,4,2,1,3,3,2,2,3,3,2,3,4,2,3,2,1,3,4,2,2,4,2,2,2,2,2,2,2,2,2,2, ,1,2,AI가 많이 차지할것 같다,2,2,2,2,9,8,8,2,2,3,5,8,6,2,55,1, ,1,3,2,45,1900,1700, ,561601
27182,3,4,3,3,2,2,3,4,2,2,3,4,1, ,1, ,1, ,1, ,1, ,3,4,3,3,3,4,3,4,3,4,2,2,2,1,3,4,3,3,3,4,3,4,2,2,1, ,1, ,1, ,1, ,1, ,1, ,1, ,1, ,1, ,1, ,1, ,1, ,1, ,3,4,1, ,1, ,1, ,1, ,1, ,2,1,1, ,4,3,5,5,5,2,4,5,2,4,4,2,3,11,1,5,2, , , ,2, , ,7,3,4,4,3,4,3,3,3,3,3,4,3,2,3,4,2,2,3,4,3,4,2,3,5,3,4,2,3,4,3,2,2,5,5,2,2,2,2,2,2,2,2,2, ,2,3,기계 대체 불가,3,3,3,1,6,5,4,5,4,5,5,4,5,1,52,4,경영학,1,1,1,51,10000,5000, ,31401
27183,4,5,4,5,3,5,4,4,4,5,4,5,4,5,4,6,4,5,4,5,4,6,4,6,4,5,4,6,4,5,4,5,4,6,4,5,4,5,4,6,4,6,4,5,4,6,4,6,4,5,4,6,4,6,4,5,4,6,4,6,4,5,4,6,4,5,4,5,4,6,4,6,4,6,4,5,4,5,4,6,4,5,4,6,4,5,4,5,4,4,3,4,4,4,4,4,3,4,4,3,4,13,1,2,1,변호사, , ,2, , ,4,5,4,3,4,4,4,4,3,5,4,4,4,3,4,3,4,4,4,3,3,4,4,4,3,3,4,4,4,3,4,4,3,4,4,2,2,2,2,2,2,2,2,2, ,1,4,분쟁을 미리 예방하는 차원으로 업무영역 확대,2,2,2,1,6,7,4,5,5,6,7,7,6,1,35,4,법학,1,1,1,45,6800,4600, ,221201
27184,4,4,4,4,3,5,4,4,3,4,4,4,4,4,3,5,4,5,4,4,4,5,3,5,3,4,4,5,3,4,4,4,4,5,3,5,4,5,3,5,3,5,3,3,2,4,3,4,2,4,3,3,2,3,2,3,2,3,2,3,2,2,2,3,2,3,3,3,2,4,3,3,3,3,2,3,2,3,2,4,3,3,2,3,3,3,2,3,3,4,3,4,4,3,3,4,3,3,4,4,4,18,4,2,2, , , ,1,3,운동,3,4,4,3,3,3,3,3,5,5,4,4,4,3,4,4,2,2,3,3,2,2,3,3,4,4,4,4,3,3,3,4,4,3,3,2,2,2,2,2,2,2,2,2, ,2,3,건강에 대한 관심도 변함 없음,3,3,3,2,8,7,7,6,6,7,8,7,7,1,38,3,레저스포츠학,2,6,1,40, , ,3000,420402
27185,5,5,5,5,5,5,4,6,4,4,4,6,5,5,4,5,4,5,4,5,4,6,4,6,4,5,4,6,4,6,5,6,5,5,4,5,4,5,4,7,5,6,4,6,4,5,4,5,3,4,4,5,4,5,4,4,3,5,2,3,4,6,2,4,1, ,1, ,1, ,2,3,3,5,1, ,1, ,1, ,1, ,1, ,2,3,1, ,4,5,2,4,3,4,5,3,3,4,4,5,2,15,2,6,2, , , ,1,5,"외국어, IT",7,2,3,4,4,4,4,3,3,3,3,4,4,1,5,5,5,5,4,5,3,4,4,4,5,5,5,5,5,5,5,5,4,5,5,2,1,2,2,2,2,2,1,1,코로나 19 바이러스로 인해 대면 사업 중단. 비대면 추진 방법 도입 모색,2,2,온라인 서비스 이용률 증가,1,1,3,1,7,6,5,4,5,4,4,6,5,1,37,4,행정학,1,1,1,40,4500,2500, ,25401
27186,3,4,2,4,3,4,2,1,3,4,3,4,1, ,3,4,3,4,4,5,3,4,3,4,3,4,3,4,3,4,4,5,2,3,2,3,3,4,4,5,3,4,4,5,4,6,3,4,3,4,3,5,3,4,4,6,4,6,4,5,2,1,3,4,4,6,4,6,4,6,4,6,4,5,3,4,4,5,4,6,4,5,3,4,4,6,4,5,4,3,4,4,3,3,3,4,3,3,3,2,3,6,1,2,1,기중기운전기능사, , ,2, , ,5,5,3,4,4,4,5,3,3,3,4,3,3,2,4,4,4,4,3,4,3,3,3,4,3,4,4,4,3,3,3,4,3,2,4,2,2,2,2,2,2,2,2,2, ,1,3,인력 증가 폭은 크지 않을 것이다,1,1,2,1,5,5,5,6,5,4,5,6,6,1,52,3,자동차학,1,1,1,30,4950,3200, ,623001
