idx,cq1,cq2,cq3,cq4,cq5,cq6,cq7,cq8,cq9,cq10,cq11,cq12,cq13,cq14,cq15,cq16,cq17,cq18,cq19,cq20,cq21,cq22,cq23,cq24,cq25,cq26,cq27,cq28,cq29,cq30,cq31,cq32,cq33,cq34,cq35,cq36,cq37,cq38,cq39,cq40,cq41,cq42,cq43,cq44,cq45,cq46,cq47,cq48,cq49,cq50_1,cq50_2,cq50_3,cq50_4,cq50_5,cq50_6,cq50_7,cq50_8,iq1,iq2,iq3,iq4,iq5,iq6,bq1,bq2,bq3,bq4,bq4_1a,bq4_1b,bq4_1c,bq5,bq5_1,bq5_2,bq6,bq7,bq8_1,bq8_2,bq8_3,bq9,bq10,bq11,bq12_1,bq12_2,bq12_3,bq12_4,bq12_5,bq13,bq14,bq15,bq16,bq17,bq18,bq19,bq20,bq21,bq221,bq222,bq223,bq231,bq232,bq233,bq234,bq235,bq241,bq242,bq243,bq244,bq245,bq25,bq25_1,bq26_1,bq26_1a,bq26_2,bq26_2a,bq26_3,bq26_3a,bq26_4,bq26_4a,bq27,bq28,bq28_1,bq29,bq30,bq31,bq32,bq33,bq34,bq35,bq36,bq37,bq37_1,bq38,bq38_1,bq38_2,bq39,bq40,bq41_1,bq41_2,bq41_3,knowcode
9524,4,4,4,4,4,4,4,4,4,4,4,4,4,5,4,4,4,4,4,4,3,2,2,1,1,1,1,1,5,1,2,5,2,5,1,3,4,4,3,4,4,5,4,1,1,4,1,2,1,3,1,3,3,1,1,1,1,3,3,1,3,2,4,13,1,4,1,소음진동기사,0,0,1,4,법령이해,5,6,4,3,1,4,4,3,4,4,3,3,3,2,1,3,2,3,1,2,4,100,1,0,0,1,0,3,0,0,0,2,0,0,0,1,2,1,2,1,2,1,2,1,2,2,3,"그냥 느낌, 건축은 인간이 살아가면서 없어서는 안될 것이므로",0,"CAD, 한글",학생,0,0,2,1,38,4,건축학,1,3,0,1,49,5000,2400,0,155305
9525,5,2,3,3,5,5,2,5,3,1,1,1,2,5,1,1,3,1,1,1,1,1,1,1,1,1,1,1,4,2,1,1,1,2,1,4,1,1,4,1,2,1,4,1,1,1,1,1,3,1,1,1,1,1,1,1,1,2,3,2,2,4,3,7,4,1,1,약사 자격증,0,0,2,0,0,2,5,4,4,4,4,4,4,4,0,0,4,3,3,1,4,1,3,3,1,2,0,0,2,0,0,0,0,0,5,0,0,0,0,5,1,2,2,0,2,0,1,1,1,1,2,2,인터넷 구입이 늘어서,0,"처방전,의약품",0,0,0,2,1,47,4,약대,2,0,6,0,45,0,0,7000,303001
9526,5,3,3,3,3,2,2,4,4,5,5,3,4,4,1,1,4,2,1,1,1,1,1,4,1,1,1,4,2,4,2,4,2,4,1,4,4,5,5,2,4,4,4,2,1,1,1,1,1,1,2,2,1,1,1,1,1,4,2,1,4,2,2,17,4,2,1,한의사자격증,한의사 전문의,0,1,4,"약칭관련 조작, 추나관련 교육",2,6,5,5,4,5,5,4,4,0,0,5,5,3,1,1,1,3,3,3,4,0,0,2,0,0,0,0,0,5,1,0,0,0,0,1,2,1,1,1,1,1,1,1,1,2,2,한의원의 신규개원이 줄어드는 추세이다,한의사,OK차트,없다,없다,없다,4,2,47,4,한의학,2,0,5,0,35,0,0,10000,301301
9527,3,1,4,1,1,3,3,3,2,2,1,3,2,3,5,1,4,1,5,1,1,1,1,1,1,1,1,2,4,2,2,1,4,5,5,4,4,2,4,1,3,2,4,3,2,1,3,1,5,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,4,1,2,0,0,0,2,0,0,5,1,2,2,2,2,2,2,3,0,0,0,3,3,2,4,1,3,3,3,4,0,0,2,0,0,0,0,0,5,0,0,0,0,5,1,2,2,0,2,0,2,0,2,0,2,2,수익성이 저조하고 노동력 부족으로,석화양식,"조세,배,말장발 빼는 기계,살대",철골시공,0,0,5,1,53,2,인문계,2,0,6,0,70,0,0,5000,904101
9528,4,2,5,4,4,5,4,4,4,4,4,4,4,5,1,1,3,4,1,1,1,1,1,1,1,1,1,1,2,4,1,2,1,4,3,3,2,1,1,4,3,3,3,2,3,1,1,1,2,3,1,1,1,1,1,1,1,3,1,1,2,2,3,13,2,3,1,지적기사,지적산업기사,기술사,1,2,현장실무교육 및 전산업무,7,5,4,4,3,3,4,2,3,3,4,4,4,3,1,1,1,1,1,1,4,100,1,0,0,1,0,0,0,0,1,0,0,0,0,1,2,1,2,1,2,1,2,1,2,2,3,정체가 될것 같아서,측량기사,gps.토탈프로그램,0,민간연구소,0,2,2,51,4,지적학,1,1,0,1,52,8000,3300,0,140601
9529,5,1,3,2,4,3,2,4,3,2,2,3,2,5,1,1,4,1,1,3,1,1,1,1,1,1,1,1,3,3,2,5,1,2,1,5,4,2,5,2,4,4,5,4,1,1,1,1,4,1,1,1,1,1,1,1,1,3,2,1,4,3,3,7,4,1,1,보건복지 약사면허,0,0,1,1,약의 성분이나 효능에 대한 이해,6,5,5,5,4,5,4,4,3,0,0,4,4,2,2,4,1,3,3,3,1,0,0,2,0,0,0,3,0,0,0,0,0,4,0,3,0,2,0,2,0,2,0,2,0,2,3,약사고용에 대한 퇴직인 미리 적어서 큰 변화가 없을듯 함,없음,고객처방전,없음,"약처방,생산,품질관리",없음,2,1,51,4,약학과,2,0,5,0,60,0,0,7500,303001
9530,5,3,5,5,5,5,4,3,5,3,4,4,4,5,4,1,3,4,4,3,3,1,1,1,2,4,4,1,5,1,2,1,1,3,4,3,4,3,2,2,4,2,3,2,2,3,1,1,3,1,3,1,1,1,1,1,1,3,4,3,4,5,4,3,1,4,2,0,0,0,1,6,화학공학 각종설계 code,6,5,4,3,3,3,4,3,4,4,3,4,4,1,1,1,2,1,1,2,2,100,1,0,0,1,0,0,0,0,1,0,0,0,0,1,2,1,2,1,2,1,2,1,1,2,1,자동화에 따른 인력감소 예상,0,"엑셀,파워포인트",첫직장임,0,0,3,1,39,5,화학공학,1,1,0,1,40,8000,4000,0,154101
9531,3,3,4,3,3,4,3,3,3,3,3,3,3,4,4,2,2,2,2,2,1,1,1,1,1,1,1,1,4,2,2,4,1,4,1,4,4,4,4,3,4,4,4,3,4,3,3,2,2,1,2,2,2,1,1,1,1,4,2,4,2,3,3,10,1,2,2,0,0,0,1,3,"기초컴퓨터 언어, 툴 사용법",5,4,4,3,2,3,4,2,3,0,4,4,4,3,1,4,1,3,2,1,2,100,1,0,0,1,0,0,0,0,1,0,0,0,0,1,2,1,1,1,1,1,1,1,2,2,3,다양한 게임을 요구하는 수요증가,없다,"윈도우, 포토샵",없다,그래픽 디자이너,없다,4,1,37,4,컴퓨터공학,1,1,0,1,40,4000,2400,0,133204
9532,5,1,5,4,1,4,4,1,3,2,2,1,1,5,5,1,3,4,3,1,1,2,3,1,1,1,1,3,2,2,2,3,3,4,5,3,3,3,4,4,3,4,4,1,1,3,1,1,4,3,1,1,1,1,1,1,1,3,3,3,3,3,3,3,1,2,2,0,0,0,1,3,"분쇄, 혼합하는 기계 조작법",6,2,3,5,5,5,5,5,5,2,4,4,4,3,1,1,1,3,1,1,4,90,1,0,0,1,0,0,0,0,1,0,0,0,0,1,2,1,2,1,2,1,2,1,1,2,2,4차산업(자동화),0,프로그램,0,0,0,3,1,41,2,전자,1,1,0,1,52,6000,3800,0,873201
9533,5,2,3,5,4,5,4,1,3,1,1,4,4,5,1,1,3,3,1,1,1,1,1,1,1,1,1,1,5,1,1,5,1,2,1,1,1,1,3,2,4,4,4,1,1,2,1,2,1,1,3,2,1,1,1,1,1,3,4,4,3,1,2,13,2,5,2,0,0,0,2,0,0,7,7,4,3,2,4,4,4,4,2,2,4,2,3,1,4,1,3,1,1,2,100,1,0,0,1,0,0,0,0,0,2,0,0,0,1,2,1,2,1,3,1,3,1,1,2,1,학문적 연구를 원하는 사람이 없음,"Post-doc, 박사 후 연구원","PC, 프로그래밍 언어, 리눅스",0,"컨설턴트, IT종사자",0,4,1,37,6,물리학,1,3,0,2,45,5000,3000,0,121101
9534,5,1,1,1,1,5,4,4,3,1,1,2,4,5,1,1,4,1,1,1,1,1,1,1,1,1,3,5,1,5,2,3,1,5,1,3,2,1,1,3,3,4,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,4,1,1,4,4,2,9,1,2,2,0,0,0,1,1,실무 훈련.음식 포장법,1,2,3,2,2,2,2,2,3,2,3,3,3,2,1,2,2,2,1,1,4,85,1,0,0,1,0,0,0,0,0,2,0,0,0,1,2,1,2,1,2,1,2,1,3,2,3,조리 상태 확인 등 사람이 해야하는 부분이 아직 있음,0,포스기,서빙,0,0,2,1,27,3,정보통신학,1,3,0,0,48,2200,1700,0,532101
9535,3,1,4,3,1,2,2,2,2,2,2,2,2,5,1,1,3,1,2,1,5,5,5,1,1,5,5,5,3,3,2,3,2,4,5,3,3,3,2,3,3,3,2,1,3,3,1,1,3,1,1,1,1,1,1,1,1,3,3,1,2,1,1,3,4,2,2,0,0,0,1,1,"기계익힘, 작동법등",7,2,2,2,2,4,2,1,3,3,4,4,4,1,1,1,2,1,1,1,5,90,1,0,0,1,0,0,0,0,1,0,0,0,0,1,2,1,2,1,2,1,2,1,1,2,1,완전자동화시스템으로 운영될것이라서,0,"랜치, 장갑",0,0,0,2,1,37,2,이과,1,1,0,1,48,3400,2100,0,825201
9536,5,3,5,5,4,5,5,5,5,3,3,5,4,5,5,5,4,5,4,3,3,4,3,3,1,2,2,2,5,2,1,1,1,2,3,2,3,4,3,2,4,4,3,1,2,5,1,1,5,1,1,1,1,1,1,1,1,3,3,3,3,3,3,3,1,2,1,치과기공사,0,0,1,1,기술훈련,1,4,3,3,3,3,3,3,2,3,3,3,3,1,1,1,2,1,1,2,3,80,1,0,0,1,0,0,0,0,1,0,0,0,0,1,2,1,2,1,2,1,2,1,2,1,2,기술력 증가,없음,케드캠,없음,없음,없음,3,1,49,3,치과기공학과,1,1,0,1,60,3600,1920,0,306301
9537,3,1,3,4,4,3,3,4,3,2,3,3,2,3,3,1,1,3,3,2,1,1,1,1,2,2,1,3,2,4,1,2,2,4,1,3,3,3,2,1,2,2,2,2,1,3,1,1,3,1,1,1,1,1,1,1,1,4,3,3,4,4,3,10,1,3,1,무선설비기사,0,0,2,0,0,2,2,3,3,3,3,4,3,3,3,3,3,3,2,2,1,1,2,2,1,4,100,1,0,0,1,0,0,0,0,1,0,0,0,0,1,2,1,2,1,2,1,2,1,1,2,3,통신장비의 자동화로 인력은 크게 변동이 없을것 같아서,0,"니퍼,드라이버,전동드릴,사다리",0,0,0,3,1,43,3,정보통신학,1,1,0,1,52,4800,2500,0,136001
9538,4,2,4,3,3,4,4,4,3,4,3,3,3,5,4,1,3,1,1,1,1,1,1,1,1,1,1,1,4,2,1,2,1,4,1,4,3,3,3,2,4,4,4,4,2,3,1,1,1,2,2,2,2,1,1,2,1,5,4,4,3,3,2,15,2,6,1,수질기사,환경기사,0,1,6,한국수자원 법정교육,6,5,4,3,3,4,4,3,3,3,3,4,3,2,1,4,1,2,1,2,1,80,1,0,0,1,0,0,0,0,1,0,0,0,0,1,2,2,0,1,2,2,0,3,0,2,3,큰 변화가 없을 것 같아서,없음,"엑셀, 파워포인트",없음,모름,0,1,1,48,4,전기공학,1,1,0,1,40,7000,4600,0,16201
9539,5,4,4,4,4,4,4,5,4,5,4,3,3,5,4,1,2,2,2,2,2,1,1,1,1,1,1,2,4,2,2,2,2,4,1,4,4,4,5,2,4,1,4,2,1,4,1,1,3,2,2,2,1,1,1,1,1,5,4,2,4,2,4,15,2,6,2,0,0,0,2,0,0,6,5,4,4,4,4,5,4,4,4,0,4,4,2,1,4,1,3,1,3,3,100,1,0,0,1,0,0,0,0,0,0,0,0,5,1,2,2,0,1,2,2,0,3,0,2,3,정부조직에서 크게 인원이 늘어날수 있는 상황이 많치 않아서,0,파워포인트 사내프로그램,진주부지사,0,0,2,1,54,5,행정학,1,1,0,1,44,9500,7200,0,11102
9540,5,5,4,1,1,5,4,4,4,2,3,4,3,5,4,1,3,1,4,1,1,1,1,1,1,1,2,1,4,2,2,3,3,3,1,1,3,1,2,1,3,1,2,1,3,1,2,1,5,1,1,1,1,1,1,1,1,2,2,2,2,2,2,18,4,1,2,0,0,0,2,0,0,6,3,3,3,3,4,4,4,3,3,3,0,3,3,2,4,1,3,2,3,2,0,0,0,3,0,0,0,0,5,0,0,0,0,5,1,2,2,0,2,0,2,0,2,0,2,4,취미생활 증가,제주 옹기장 굴대장,물레,농사,0,0,4,1,43,2,인문,2,0,6,0,40,0,0,1500,884101
9541,5,1,4,3,2,5,4,4,3,1,3,3,2,3,4,1,5,1,5,1,3,2,1,2,1,2,2,3,2,3,3,3,2,4,1,2,2,3,2,1,3,3,2,2,1,2,2,1,4,1,1,1,1,1,1,1,1,1,2,3,2,3,1,14,1,2,1,무도단증,운전면허증,0,2,0,0,7,2,3,3,3,2,3,2,3,3,3,4,3,2,1,1,2,1,1,1,4,100,1,0,0,1,0,0,0,0,1,0,0,0,0,1,1,1,2,1,2,1,2,1,2,2,4,안전에 대한 중요함 부각,0,방어봉,0,0,0,3,1,31,4,경호학,1,1,0,1,44,2800,2400,0,541101
9542,1,1,3,4,3,4,1,5,2,2,2,2,3,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,4,2,3,3,5,1,4,4,2,4,2,2,2,4,2,1,4,1,1,2,1,2,1,1,1,1,1,1,4,3,3,4,4,3,7,4,1,1,약사면허증,0,0,2,0,0,6,5,4,3,3,3,4,3,3,0,0,4,4,3,2,4,1,3,3,1,1,0,0,2,0,0,0,3,0,0,0,0,0,4,0,3,0,2,0,2,0,2,0,2,0,2,4,다양한 부분으로 진출이 예상되므로,0,처방전,0,0,0,3,2,56,4,약학,2,0,5,0,62,0,0,8500,303001
9543,4,3,4,1,1,4,4,4,4,3,3,3,1,5,1,1,4,4,2,1,4,4,3,1,1,1,5,1,2,3,3,2,3,3,5,5,3,2,2,3,4,3,2,2,3,5,1,1,1,1,1,1,1,1,1,1,1,3,3,2,2,2,3,3,1,2,2,0,0,0,1,2,안전교육,3,1,3,2,2,3,4,3,3,3,4,4,4,1,2,1,2,1,1,1,4,100,1,0,0,1,0,0,0,0,0,0,0,0,5,1,2,1,1,1,2,1,2,1,1,2,2,자동화,단조기술자,"단조(볼트, 스크류)",없음,없음,없음,3,1,50,2,기계과,1,1,0,1,50,6500,2800,0,823101
9544,5,2,4,3,3,5,4,3,2,3,2,2,2,2,4,3,4,3,3,2,2,3,2,2,2,3,3,3,2,4,2,4,4,4,4,2,2,3,3,2,2,3,3,2,2,1,1,1,3,2,2,2,2,2,2,2,2,4,3,4,2,2,3,6,1,2,2,0,0,0,2,0,0,2,2,3,4,3,3,4,3,4,3,3,3,3,1,1,3,2,1,1,1,1,80,1,0,0,1,0,0,0,0,1,0,0,0,0,1,2,1,2,1,2,1,2,1,1,2,2,자동화설비가 이루어진다,없음,도면. 유리,없음,없음,없음,2,1,41,2,상고,1,1,0,1,45,3500,2000,0,702502
9545,5,4,5,5,5,5,4,3,4,4,4,4,4,5,4,3,3,4,3,2,3,2,2,1,3,2,2,2,3,2,2,2,2,2,4,4,4,3,3,3,4,4,3,3,1,3,1,1,3,1,1,1,1,1,1,1,1,4,3,1,3,3,3,6,1,4,1,토목분야 기사,토목분야 기술사,0,2,0,0,6,5,5,4,4,4,4,4,2,3,3,3,3,3,1,1,1,1,1,1,4,90,1,0,0,1,0,0,0,0,0,2,0,0,0,1,2,1,2,1,2,1,2,1,1,2,3,"사회 기반시설을 설치, 유지 관리하는 직업군으로 큰 이변이 없이 사회가 존재하는 한 꾸준히 일자리가 있을거라고 생각됨.","토목감리원, 건설사업관리기술자","토목설계프로그램(오토캐드)_오피스프로그램(한글,워드,엑셀,파워포인트)",건설회사,없음.,없음.,4,1,41,4,토목공학,1,2,0,1,50,6500,3500,0,140304
9546,5,4,5,4,4,5,3,4,2,2,3,2,2,5,1,1,4,1,1,1,1,1,1,3,1,1,1,1,5,2,1,2,1,4,1,5,5,2,4,3,5,2,3,1,1,1,1,1,3,1,2,2,1,1,1,1,1,4,4,1,4,1,3,17,5,5,1,방사선과 전문의 자격증,의사면허증,0,2,0,0,6,5,5,4,4,5,4,4,4,4,3,4,4,3,1,4,1,2,1,1,2,100,1,0,0,1,0,0,0,0,1,0,0,0,0,1,1,1,2,1,2,1,2,1,2,2,4,노령인구증가로,0,X-ray,0,0,0,2,1,48,5,의학,1,1,0,1,40,9500,5800,0,301109
9547,4,1,2,1,1,4,4,4,4,1,3,1,1,5,3,5,3,5,1,1,1,1,4,1,1,4,5,5,2,3,3,4,4,4,4,4,3,2,2,2,3,4,2,3,2,1,1,1,2,1,1,1,1,2,1,1,1,4,5,5,3,4,3,3,1,2,2,0,0,0,2,0,0,2,2,3,4,3,4,5,4,3,4,3,3,3,1,1,1,1,1,1,1,5,100,1,0,0,1,0,0,0,0,1,0,0,0,0,1,2,1,2,1,2,1,2,1,1,1,2,자동화시스템으로 인력이 줄었음,기능사,"목재, 재료, 기계(드릴, 드라이버)",0,0,0,4,1,30,2,기계공학,1,1,0,1,40,2000,1500,0,883201
9548,5,1,4,1,1,5,3,5,3,5,5,1,1,5,1,1,2,1,1,1,1,1,1,5,1,1,1,1,5,2,1,1,1,3,1,5,5,4,5,1,1,3,5,2,1,1,1,1,4,1,1,1,1,1,1,1,1,2,3,1,5,3,3,17,4,1,1,한의사,한의사 전문의,0,2,0,0,7,5,5,5,5,5,5,3,4,0,0,4,4,1,1,1,1,1,1,1,3,0,0,2,0,0,0,0,0,5,0,0,0,0,5,1,2,2,0,2,0,2,0,2,0,2,3,차이 없다,0,"차트, 침",0,0,0,1,1,51,4,한의학,2,0,5,0,44,0,0,9200,301301
9549,4,3,4,4,3,2,3,3,2,3,2,2,2,5,1,1,3,1,1,1,1,1,1,1,1,1,1,1,4,2,2,1,1,2,1,2,3,3,3,2,2,3,2,2,1,3,1,2,4,3,1,1,1,1,1,1,1,4,3,3,4,4,3,7,1,2,2,0,0,0,2,0,0,1,3,3,3,2,4,3,3,3,2,2,3,3,1,1,1,2,1,1,2,3,100,1,0,0,1,0,0,0,0,1,0,0,0,0,1,2,1,2,1,2,1,2,1,2,2,3,일자리감소,0,"일러스트레이터,포토샵,엑셀",학생,자영업,0,3,2,36,3,무역학,1,1,0,1,48,2400,1900,0,615301
9550,5,1,5,4,4,5,5,5,5,3,3,4,5,5,4,4,5,3,3,1,1,1,1,1,1,1,1,1,4,2,2,1,1,5,1,2,3,3,2,2,3,3,3,3,3,3,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,15,2,2,2,0,0,0,1,3,실무,7,2,2,2,2,2,2,3,4,4,4,4,4,1,1,1,2,1,2,1,3,80,1,0,0,1,0,0,0,0,1,0,0,0,0,1,2,2,0,1,2,2,0,2,0,2,3,기계화가 어려운 직업,없음,컴퓨터 계산기,없음,없음,없음,4,1,29,2,문과,1,1,0,1,45,3000,2000,0,25101
9551,5,2,5,5,2,5,4,4,4,3,4,4,3,4,3,3,3,2,2,1,2,1,1,1,1,1,2,1,4,2,1,1,1,2,1,2,3,2,3,3,4,3,3,3,1,2,1,1,2,1,1,2,1,1,1,1,1,3,4,4,4,2,1,3,1,5,2,0,0,0,1,3,"디자인프로세스,실물샘플제작방법,구조적인이해,소비자분석 등 제품개발에 연관된 모든 내용숙지",5,4,4,3,3,4,4,3,3,3,3,4,3,1,1,1,2,1,1,2,2,100,1,0,0,1,0,0,0,0,1,0,0,0,5,1,2,1,1,1,1,1,1,3,0,1,2,인구감소로 가구수요감소까지 이어질것이다.,없다,"3D맥스,캐드,포토샵,PPT,엑셀",없다,없다,없다,3,1,39,4,실내디자인과,1,1,0,1,52,6000,3900,0,415101
9552,5,1,1,1,1,5,2,5,3,2,2,4,3,1,5,1,4,5,5,4,5,1,1,1,1,1,1,1,2,2,2,2,2,2,1,2,2,3,5,1,2,1,5,2,1,1,2,1,5,1,1,1,1,1,1,1,1,4,3,2,4,4,3,7,4,1,2,0,0,0,2,0,0,5,2,4,2,2,4,3,1,2,2,2,0,2,3,2,4,1,3,3,3,5,0,0,0,3,0,0,0,0,5,1,0,0,0,0,1,2,2,0,2,0,2,0,2,0,2,3,어느나라든지 노점은 있다.,노점상회,"저울,비닐봉지",주부,자영업도소매,0,3,2,83,1,0,2,0,7,0,90,0,0,1200,615501
9553,5,1,1,1,1,5,5,4,4,4,4,3,3,5,1,1,5,1,1,1,1,1,1,1,1,1,1,1,2,5,1,4,2,5,1,3,3,4,4,1,3,4,4,3,1,5,1,1,3,1,1,1,1,1,1,1,1,4,5,4,5,4,1,9,1,2,1,조주기능사,0,0,1,3,칵테일제조,7,2,2,2,2,4,4,1,3,3,3,4,3,1,2,1,1,1,1,1,5,100,0,0,3,0,0,0,0,5,0,0,0,0,5,1,2,1,2,1,2,1,2,1,1,2,4,간단히 한잔씩 하는 문화 발전되서,없음,"술,잔,과일",웨이터,없음,없음,2,1,36,3,자동차정비,1,1,0,1,60,7422,4035,0,531601
9554,4,2,4,5,5,5,5,5,5,1,2,2,2,5,2,1,3,1,1,1,1,1,1,1,1,1,2,2,5,1,1,1,1,4,1,4,3,2,1,3,4,3,3,4,1,3,1,1,1,1,1,1,1,1,1,2,1,2,2,4,1,2,1,3,1,5,2,0,0,0,1,3,사내프로그램다루기,4,5,4,4,4,4,4,4,3,2,4,5,4,1,2,1,2,1,1,2,2,98,0,0,3,1,0,0,0,0,1,0,0,0,0,1,2,1,1,1,1,1,1,3,0,2,3,인간의 감각을 요구하는 일이기 때문에,없다,"오토캐드,라이노,3D맥스,스케치업,키샷,포토샵,일러스트",없다,가구MD,공간디자이너,4,2,26,4,금속조형디자인과,1,1,0,1,48,3500,3400,0,415101
9555,4,3,5,5,4,5,4,3,4,3,3,2,2,4,4,3,3,1,1,1,2,2,1,1,1,1,2,2,4,2,2,1,1,2,2,4,3,3,2,1,2,2,3,2,2,1,1,1,2,1,1,1,1,1,1,1,1,4,4,3,3,3,3,4,1,2,1,전기전자,0,0,2,0,0,7,4,4,3,3,4,4,4,4,3,4,4,4,1,1,1,1,1,1,1,1,70,1,0,0,1,0,0,0,0,1,0,0,0,0,1,2,1,2,1,2,1,2,1,1,2,2,취직이 힘듦,0,전기도구 드릴 전선,0,0,0,2,1,45,4,전기전자,1,1,0,1,40,4500,2500,0,153104
9556,5,4,5,5,5,5,3,5,3,2,3,3,3,5,5,5,3,5,4,1,4,3,4,4,1,3,3,2,3,2,3,4,1,4,3,3,4,4,2,3,3,3,3,1,3,3,1,1,3,1,1,1,1,1,1,1,1,3,3,3,3,3,3,16,5,5,1,보일러,방화관리,가스,1,1,가스교육,6,5,4,3,3,5,5,3,2,2,5,5,4,1,1,1,1,1,1,1,3,50,1,0,0,0,0,0,0,5,0,0,0,0,5,1,2,1,2,1,2,1,2,1,1,2,1,자동화 시스템 발전으로 무인화,없음,기술직-CAD,없음,동종업계 (관리자),없음,5,1,39,4,응급구조학,1,1,0,1,60,4500,3000,0,814001
9557,5,1,5,2,5,5,4,4,4,3,3,4,5,5,3,1,4,1,1,1,1,1,1,1,1,1,1,1,5,1,1,5,1,3,1,4,3,3,3,4,4,4,4,3,3,5,1,1,4,1,1,1,1,1,1,1,1,4,4,2,4,4,4,15,2,4,1,회계실무,0,0,1,3,세법관련 실무교육,7,2,4,3,3,4,4,3,3,3,3,3,3,3,1,1,1,1,1,1,3,100,1,0,0,1,0,0,0,0,0,2,0,0,0,1,2,1,2,1,2,2,0,1,1,2,4,경제활동의 다변화,0,더존,0,세무사,0,3,1,53,4,물리,1,1,0,1,48,7000,6000,0,25101
9558,5,1,3,1,1,3,2,2,1,4,4,3,2,2,5,4,3,1,3,2,2,2,2,1,1,1,2,2,2,4,2,2,4,3,5,4,4,3,2,2,3,1,2,1,2,2,3,1,3,1,1,1,1,1,1,1,1,3,1,1,1,1,2,1,4,1,2,0,0,0,2,0,0,6,1,3,3,3,4,3,3,4,0,0,0,4,3,1,4,2,3,3,3,4,0,0,2,0,0,0,3,0,0,0,0,0,0,5,1,2,2,0,2,0,2,0,2,0,2,3,일이 힘들어서 증가할것 같지 않지만 반면 일한만큼 수입이 있기때문에 현시점으로 유지가 될것 같다,0,"배,부포",농업,"어업,어장,양식장",0,2,1,78,1,0,2,0,6,0,30,0,0,3000,904101
9559,5,3,3,3,4,5,4,4,5,5,4,4,4,5,1,1,4,1,1,1,1,1,1,2,1,1,1,1,5,1,2,3,1,3,1,4,4,4,4,4,5,4,4,5,4,5,3,1,1,1,1,1,2,1,1,2,1,4,4,2,5,5,4,17,2,5,1,의사면허증,정신과 전문의,0,2,0,0,6,7,5,5,5,5,5,4,5,5,5,5,5,3,1,2,1,1,1,1,4,80,1,0,0,1,0,0,0,0,1,0,0,0,0,1,1,1,2,1,2,1,2,1,1,2,4,스트레스등으로 인하여 정신적 우울증등 치료가많이필요해서,박사님,"컴퓨터,사물인터넷,3d프린터",0,0,0,4,2,48,6,의과,1,1,0,1,48,11000,7000,0,301107
9560,4,3,4,5,5,3,4,4,3,3,3,2,2,5,3,3,2,3,3,2,2,1,1,1,1,3,3,3,3,2,2,2,2,2,3,3,4,3,3,2,4,3,3,3,3,3,1,2,3,1,1,1,1,1,1,1,2,3,2,1,2,3,2,6,1,2,1,측량및지형공간정보기사,정보처리기사,도화및지도제작기능사,2,0,0,5,2,4,4,3,3,3,3,4,4,4,4,4,1,1,1,1,1,1,2,4,100,1,0,0,1,0,0,0,0,1,0,0,0,0,1,2,1,2,1,2,1,3,1,1,2,2,발주사업및 규모가 점점 줄고있음,"측량기사, GIS","금속탐지기,측량기기(토탈스테이션,GPS,VRS)",0,0,0,3,1,43,4,컴퓨터공학과,1,1,0,1,48,5000,4500,0,140601
9561,3,1,4,4,3,3,3,2,2,2,2,1,2,4,3,1,3,1,1,1,1,1,1,1,1,1,1,2,5,1,1,2,1,5,1,2,2,2,2,3,4,3,2,4,3,3,1,1,3,2,3,2,1,1,1,1,1,4,3,1,3,5,4,13,1,2,1,정보처리기사,0,0,2,0,0,5,5,4,3,3,3,4,3,3,3,3,4,3,1,1,1,2,1,1,1,3,100,1,0,0,1,0,0,0,0,1,0,0,0,0,1,2,1,2,1,2,3,0,2,0,2,4,고객만족을 위한 서비스가 갈수록 확대되고 있어서,0,서버 세이퍼베이스,0,0,0,2,1,34,4,컴퓨터공학,1,1,0,1,42,4200,3000,0,132002
9562,4,1,3,3,3,4,4,4,4,2,2,1,3,4,4,1,5,4,4,2,1,3,1,1,1,3,1,2,2,3,3,4,1,4,2,4,4,2,1,1,3,4,1,2,2,3,2,1,4,1,1,1,1,1,1,1,1,4,1,1,4,3,1,14,1,2,1,운전면허,0,0,2,0,0,7,2,4,3,3,2,3,2,2,3,4,4,3,2,1,3,2,1,2,1,4,100,1,0,0,1,0,0,0,0,1,0,0,0,0,1,1,1,2,1,2,1,2,1,2,2,4,개인이나 단체에서 경호를 하는 일이 증가함,0,"무전기, 블루투스 이어폰",0,0,0,3,1,28,3,정보통신,1,1,0,1,50,2800,2100,0,541101
9563,5,2,5,4,5,5,4,4,4,3,4,4,4,5,4,3,3,1,3,3,2,2,2,2,2,2,2,2,4,2,2,4,2,2,4,3,4,4,3,4,3,3,3,4,1,4,1,2,3,1,3,1,3,1,1,1,1,3,2,2,4,2,3,6,2,5,1,토목시공기술사,0,0,2,0,0,6,5,4,4,4,4,4,3,4,2,3,3,4,1,1,1,2,1,1,2,2,70,1,0,0,1,0,0,0,0,1,0,0,0,0,1,2,1,2,1,1,1,1,1,1,2,1,건설사업규모 축소,건설사업 기술자,캐드프로그램,0,0,0,4,1,52,4,토목공학과,1,1,0,1,40,5000,2000,0,140304
