idx,aq1_1,aq1_2,aq2_1,aq2_2,aq3_1,aq3_2,aq4_1,aq4_2,aq5_1,aq5_2,aq6_1,aq6_2,aq7_1,aq7_2,aq8_1,aq8_2,aq9_1,aq9_2,aq10_1,aq10_2,aq11_1,aq11_2,aq12_1,aq12_2,aq13_1,aq13_2,aq14_1,aq14_2,aq15_1,aq15_2,aq16_1,aq16_2,aq17_1,aq17_2,aq18_1,aq18_2,aq19_1,aq19_2,aq20_1,aq20_2,aq21_1,aq21_2,aq22_1,aq22_2,aq23_1,aq23_2,aq24_1,aq24_2,aq25_1,aq25_2,aq26_1,aq26_2,aq27_1,aq27_2,aq28_1,aq28_2,aq29_1,aq29_2,aq30_1,aq30_2,aq31_1,aq31_2,aq32_1,aq32_2,aq33_1,aq33_2,aq34_1,aq34_2,aq35_1,aq35_2,aq36_1,aq36_2,aq37_1,aq37_2,aq38_1,aq38_2,aq39_1,aq39_2,aq40_1,aq40_2,aq41_1,aq41_2,bq1,bq2,bq3,bq4,bq4_1a,bq4_1b,bq4_1c,bq5,bq5_1,bq5_2,bq6,bq7,bq8_1,bq8_2,bq8_3,bq9,bq10,bq11,bq12_1,bq12_2,bq12_3,bq12_4,bq12_5,bq13,bq14,bq15_1,bq15_2,bq15_3,bq16,bq17,bq18_1,bq18_2,bq18_3,bq18_4,bq18_5,bq18_6,bq18_7,bq19,bq19_1,bq20,bq21,bq22,bq23,bq24_1,bq24_2,bq24_3,bq24_4,bq24_5,bq24_6,bq24_7,bq24_8,bq25,bq26,bq27,bq28,bq29,bq30,bq31,bq32,bq33,bq34,bq35,bq36,bq37,bq38,bq38_1,bq39_1,bq39_2,bq40,bq41_1,bq41_2,bq41_3,knowcode
33,4,5,3,7,3,4,3,3,3,4,3,3,1,0,1,0,1,0,3,4,1,0,1,0,1,0,1,0,1,0,3,5,3,3,4,4,3,5,3,3,4,3,1,0,1,0,1,0,1,0,3,2,3,4,3,2,3,4,3,6,3,5,3,2,3,2,3,4,3,3,1,0,3,3,1,0,1,0,1,0,3,4,1,4,1,2,0,0,0,2,0,0,7,4,3,1,1,2,2,3,2,3,4,3,4,3,2,4,2,2,2,4,4,4,2,4,4,4,4,3,50~60대 귀농자가 늘어나는 추세이고 젊은층은 도시로 나가기때문에  큰변화 없을 갓 같음,4,3,1,20,1,1,2,2,1,1,1,1,4,5,4,4,3,농부,"곡괭이, 비닐, 삽 등",주부,없다,없다,4,2,56,1,0,2,6,0,0,2100,0,901201
34,3,5,3,4,3,5,4,5,4,5,3,5,2,3,4,5,4,5,2,4,2,4,4,5,4,5,3,4,2,3,4,5,4,5,3,4,3,5,3,4,2,3,2,4,4,5,4,5,3,4,2,3,1,0,2,3,2,3,2,3,2,3,1,0,2,3,2,4,4,5,4,5,4,5,3,4,2,4,2,4,2,3,19,3,2,2,0,0,0,1,6,문화재 관련 지식 습득,5,5,4,3,2,4,4,2,2,4,4,4,4,4,3,2,3,3,4,4,3,2,2,4,2,2,3,3,연간 유물이 새롭게 발굴되고 있어 이에 따라 문화재에 진위여부와 가치 평가하는 역할이 중시됨,2,3,4,40,2,2,2,2,2,2,2,2,4,3,4,3,3,없다,"표준유물관리시스템, PC, 장갑, 문화재 관리 프로그램, 현미경, 핀셋",없다,없다,없다,1,1,59,5,민속학,1,1,1,6800,0,2400,23403
35,4,6,4,5,4,5,3,5,3,5,3,4,3,4,2,2,3,4,3,4,4,5,4,5,3,4,2,3,2,4,2,3,2,4,2,4,1,0,1,0,1,0,1,0,1,0,1,0,1,0,3,4,3,4,2,4,2,3,1,0,2,3,4,5,2,4,2,4,2,4,3,5,3,4,3,4,2,4,2,4,2,4,9,1,1,1,한식조리사,0,0,2,0,0,1,2,3,1,2,3,4,2,3,0,0,3,3,3,3,3,2,3,4,4,4,1,3,4,3,2,3,4,생활수준의 향상으로 외식문화가 계속 발달하고 있어서,2,3,1,5,2,2,2,2,2,2,2,2,4,3,4,2,2,요리사,"도마, 칼",주방보조,대혀,없다,2,2,50,2,실업(여상졸업),2,5,0,0,4300,0,531201
36,5,6,4,6,5,6,4,5,4,6,4,6,3,5,3,5,4,6,4,5,2,4,2,4,3,5,2,4,4,6,2,3,1,0,1,0,2,3,2,4,1,0,3,5,2,4,3,5,4,5,3,5,3,5,3,5,2,4,2,4,2,4,1,0,2,3,3,4,4,5,2,4,3,5,3,4,3,5,1,0,1,0,15,2,3,2,0,0,0,2,0,0,5,6,4,4,4,4,5,4,3,4,4,4,4,4,4,2,4,4,3,4,2,3,2,4,3,3,2,3,꾸준히 지켜봐야 할 부분이라서,2,3,1,5,2,2,1,1,2,2,2,2,4,4,4,4,4,선생님,컴퓨터,없다,없다,없다,4,1,43,6,고고학,1,1,1,5100,0,2800,23403
37,2,2,3,4,3,3,2,2,2,3,2,3,1,0,1,0,1,0,3,4,3,3,3,3,3,4,2,2,1,0,4,5,3,3,1,0,1,0,3,3,1,0,1,0,1,0,1,0,1,0,3,4,2,2,3,4,2,2,1,0,2,2,3,4,3,4,3,4,1,0,1,0,1,0,2,3,1,0,1,0,1,0,13,1,2,2,0,0,0,2,0,0,7,2,2,2,2,3,3,3,3,3,3,3,3,4,3,3,3,3,3,4,4,4,2,2,3,2,2,4,자연의 아름다움 추구,2,3,3,5,2,2,1,1,2,2,2,2,4,5,3,3,3,없다,"삽,괭이,린치,톱",없다,없다,없다,4,1,33,4,조경학,1,1,1,3200,0,2500,901501
38,2,3,3,4,2,3,4,4,2,3,2,3,2,4,1,0,1,0,2,3,2,3,2,3,3,4,2,3,2,3,4,5,3,4,3,4,1,0,3,4,2,3,3,3,1,0,2,4,2,2,3,4,2,3,3,4,2,3,2,3,2,3,2,3,2,3,3,3,2,3,2,2,2,2,2,3,1,0,1,0,3,4,1,1,1,2,0,0,0,2,0,0,2,1,2,2,2,3,2,2,2,2,3,4,3,3,2,3,3,3,2,3,4,3,2,3,3,3,3,1,기계가 일정부분을 담당할 수 있어 직업에 대한 수요감소,2,3,4,20,2,2,1,2,2,2,1,2,3,3,3,2,2,없다,"손수레, 삽, 트럭, 사육프로그램",전업 주부,없다,없다,3,2,53,1,0,1,1,1,2800,0,2400,902101
39,2,4,3,4,3,4,4,5,4,6,4,5,1,0,1,0,1,0,3,4,3,5,3,3,3,4,3,5,3,4,3,4,3,4,3,5,1,0,2,3,4,5,2,2,1,0,1,0,2,3,1,0,4,6,4,5,2,3,4,5,3,4,4,5,1,0,1,0,1,0,1,0,1,0,3,3,2,3,1,0,3,4,19,4,1,2,0,0,0,2,0,0,5,1,3,4,3,4,4,3,3,0,0,0,3,2,2,2,4,3,2,3,2,2,3,3,3,2,2,1,정부가 외국에 비해서 수작업보다 기계화를 선호하고 배우고자 하는 사람이 거의 없다,4,1,2,60,2,2,2,2,2,2,2,2,2,3,2,3,2,없다,"바늘,실,가위,재봉틀,다리미",없다,없다,없다,3,1,65,2,정보,2,6,0,0,5000,0,863201
40,3,3,3,3,3,3,1,0,3,4,3,3,3,4,3,3,3,4,2,4,2,2,3,3,3,3,3,2,2,2,3,3,4,4,3,4,1,0,2,2,3,5,3,5,1,0,3,5,3,4,3,3,4,5,3,4,1,0,4,5,3,4,4,5,3,4,3,4,3,4,2,3,1,0,2,4,1,0,2,2,3,4,19,1,3,2,0,0,0,2,0,0,4,4,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,4,4,3,3,3,3,3,3,3,2,인터넷을 통한 악기 구입 및 수리 등 정보 접근성 증가,2,2,6,25,2,2,1,2,2,2,2,2,3,3,4,4,2,엔지니어,"튜너,드라이버,스패너",없다,수리업무에 대해선 어떤분야나 다가능,없다,4,1,35,3,전자공학,1,1,1,3500,0,2500,885101
41,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,3,5,1,0,1,0,1,0,4,6,4,6,2,4,1,0,2,4,1,0,2,5,1,0,1,0,1,0,1,0,1,0,2,4,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,3,4,1,4,1,2,0,0,0,2,0,0,7,1,3,2,1,4,3,3,4,0,0,0,3,3,3,2,4,2,1,3,3,2,1,3,3,2,3,2,젊은 층들이 힘들다고 기피해서,1,2,6,20,2,2,2,2,2,2,2,2,4,4,3,2,1,농부,경운기,농업(벼농사),없다,0,3,1,72,1,0,2,6,0,0,5000,0,901201
42,2,3,2,3,2,2,3,4,2,3,2,3,2,2,2,2,2,3,3,4,2,2,3,4,2,2,2,3,4,5,4,5,2,3,2,3,2,2,3,4,4,5,3,4,2,3,2,3,2,2,3,4,2,2,4,5,3,4,2,3,2,2,3,4,2,2,4,5,3,4,2,4,2,3,2,2,3,3,3,4,2,3,9,1,2,1,양식조리사,0,0,1,5,식단계획표작성 및 청결도 교육,6,4,4,4,3,3,3,3,4,4,3,4,4,3,3,2,3,3,3,2,2,2,1,2,2,2,2,4,외식산업이 증가하기 때문에,2,4,3,10,2,2,2,1,2,2,2,2,3,3,3,3,2,주방장,"칼,도마,위생복",뷔페 주방장,없다,없다,2,1,32,3,식품영양학,1,1,1,3000,0,2000,531401
43,2,2,4,5,2,3,2,2,4,5,5,6,2,2,4,5,3,3,2,2,2,2,4,5,2,2,4,5,1,0,4,5,3,4,4,5,2,2,4,5,3,4,2,3,3,3,4,5,4,5,3,3,1,0,4,5,3,4,5,6,1,0,4,5,1,0,1,0,1,0,1,0,1,0,2,2,1,0,1,0,3,4,3,1,2,2,0,0,0,1,5,숙련공 밑에서 배우기,5,1,2,2,2,3,3,3,4,0,0,0,4,3,2,3,2,2,3,3,3,4,4,3,3,3,3,3,금속제품 제작업무는 숙련을 요구하는 작업으로 꾸준할 것이다,3,3,1,10,2,2,2,2,2,2,2,2,3,3,3,2,3,기사,"전동드라이버, 스패너, 벤치",없다,없다,없다,3,1,57,1,0,1,1,1,3900,0,2500,822301
44,4,5,3,3,4,5,4,5,1,0,1,0,4,5,4,5,3,4,3,4,4,6,3,4,3,4,2,2,3,4,1,0,2,2,4,5,1,0,4,6,3,4,1,0,1,0,4,5,4,3,3,3,2,2,3,4,2,3,1,0,1,0,4,5,3,4,2,2,3,3,3,4,2,4,3,4,1,0,1,0,3,4,19,1,1,1,미용사,0,0,1,5,기초적인 피부상태 교육,4,2,3,2,2,4,4,2,3,4,3,3,3,3,3,2,3,2,3,2,1,2,2,1,2,1,2,3,꾸준한 미에 대한 관심이 있기 때문에,2,3,5,5,2,2,1,2,1,1,2,1,3,3,4,2,2,없다,크링,없다,없다,없다,3,2,50,2,상업고,1,3,1,2500,0,2000,511301
45,5,3,3,6,5,5,5,4,3,4,3,4,2,2,2,3,3,4,4,4,2,3,4,5,3,3,5,6,4,5,5,6,3,4,5,5,3,3,4,5,3,4,5,6,4,6,4,4,2,3,5,4,4,5,5,5,4,3,5,5,3,4,5,5,2,2,3,4,3,4,2,2,2,2,3,4,2,2,1,0,2,3,10,1,3,2,0,0,0,1,3,신호조정교육,7,2,3,3,2,3,3,3,3,3,4,4,4,2,2,3,2,3,4,3,2,4,5,4,4,3,3,2,자동화시스템개발,4,1,2,70,1,1,1,1,2,1,2,2,4,3,3,2,3,기사,"니퍼, 신호측정기",없다,없다,없다,3,1,38,4,신문방송학,1,1,1,3800,0,2600,136002
46,2,2,2,2,2,3,3,4,1,0,1,0,1,0,3,4,1,0,2,3,1,0,4,5,1,0,2,2,2,3,4,6,4,6,4,5,1,0,3,3,1,0,5,5,1,0,4,4,3,3,3,4,1,0,3,4,4,4,3,5,4,4,1,0,3,4,2,3,4,4,3,5,4,4,3,5,1,0,1,0,1,0,3,1,4,2,0,0,0,2,0,0,1,2,3,2,3,3,2,3,2,3,3,3,3,2,1,4,3,2,3,3,4,4,3,3,2,3,3,2,국내 인건비 상승으로 값싼 동남아로 공장이전이 점점 많아 질 것이라서,3,2,2,35,1,2,1,2,2,2,2,2,4,5,2,1,1,없다,없다,무직,모름,0,1,1,48,3,화공,1,1,1,5300,0,2400,851201
47,2,3,3,4,2,3,1,0,1,0,1,0,1,0,1,0,1,0,2,2,1,0,3,4,1,0,1,0,2,2,3,4,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,19,1,1,1,3급미용사자격증,0,0,2,0,0,7,2,4,4,3,4,4,4,3,0,5,4,4,4,4,2,3,3,4,1,3,4,4,3,3,2,3,5,가정에서 애완동물 키우는 추세가 늘어나서,3,4,4,25,2,2,1,1,2,2,2,2,4,4,4,4,2,없다,아이롱,없다,없다,없다,3,2,22,2,실업계,1,1,1,1300,0,1300,511501
48,1,0,1,0,1,0,3,3,2,2,3,3,3,3,1,0,1,0,1,0,1,0,3,3,1,0,3,3,2,2,3,3,2,2,3,3,1,0,3,3,3,3,2,3,1,0,2,2,1,0,3,3,2,2,2,2,1,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,0,2,2,1,0,1,0,1,0,3,1,2,2,0,0,0,2,0,0,5,2,3,3,3,3,2,2,2,2,3,3,3,2,1,2,2,3,3,3,3,4,3,3,4,4,4,2,"자동화, 기계화가 많이 되어가고 있어서",4,2,2,35,1,1,1,2,2,2,2,2,3,3,3,3,2,없다,"용접기, 도면",자동차부품 기계조작원,모름,없다,2,1,53,3,전자공학,1,1,1,4000,0,2500,822301
49,3,3,4,3,4,6,2,4,4,5,4,4,3,4,5,4,3,4,5,5,3,4,3,4,3,3,3,2,4,3,2,2,3,4,5,3,3,4,1,0,2,4,2,2,3,2,5,5,4,3,2,5,2,3,3,4,4,4,3,4,3,3,4,3,4,3,2,3,3,3,3,2,2,2,3,3,5,4,3,3,2,3,17,1,1,1,간호조무사 자격증,0,0,1,1,보건위생 등,2,2,3,3,2,4,4,2,1,1,2,2,1,2,2,3,3,3,2,2,3,4,4,4,3,4,4,3,기계같은 것들이 발전해도 간호같은 경우는 꼭 사람이 해야한다고 생각하기 때문이다,2,3,5,20,2,1,2,1,1,2,2,2,4,4,3,4,2,선생님,"접수프로그램(네오소프트),소독도구(자외선소독기,오토클램,자불소독기),처치도구시저,포셉)",피부관리사,코디네이터,0,4,2,25,4,피부미용,1,1,1,1680,0,1560,307501
50,4,6,4,6,4,5,3,4,3,4,4,5,4,5,4,5,4,5,3,4,4,5,4,5,4,5,4,5,4,6,4,5,3,4,3,4,4,5,4,6,4,6,4,5,3,4,4,5,4,5,4,5,4,5,3,4,3,4,3,4,4,5,4,5,3,4,4,5,4,6,4,5,4,5,4,5,4,5,3,4,4,5,6,1,2,1,시각디자인산업기사,0,0,2,0,0,4,5,5,4,4,4,5,4,4,4,3,4,4,4,3,2,4,4,4,3,4,3,5,4,2,2,2,3,선배들에 비해 취업하기가 어려웠다,2,3,2,40,1,1,1,1,1,1,1,1,3,4,3,3,3,없다,"MAC, CAD",없다,없다,없다,3,2,26,4,실내디자인학,1,1,1,2800,0,2400,415301
51,5,6,5,7,5,7,1,0,1,0,4,6,4,5,5,6,5,6,5,7,4,4,5,7,5,5,4,2,5,6,1,0,1,0,1,0,4,5,1,0,1,0,1,0,1,0,5,6,5,7,4,5,5,5,5,5,2,2,5,7,4,5,3,5,4,5,5,3,2,5,4,3,1,0,1,0,2,2,1,0,1,0,11,1,3,1,투자자산운용사,0,0,1,4,"재무분석, 회계원리, 산업분석, MS office 사용법 등",6,5,4,5,4,4,5,3,2,2,4,5,4,2,3,1,5,5,4,3,4,3,2,4,2,4,4,2,"인공지능 등장, 작업 효율화",3,2,4,20,2,1,2,1,2,1,1,1,4,5,5,5,4,"펀드매니저, 운용역, 포트폴리오 매니저, 투자가","증권사별 HTS, 빅스, 아이트레이더, 퀀티와이즈, MSoffice",은행원,"애닐리스트, 사업가, 기업의 IR담당자",없다,4,1,35,4,응용생명화학,1,2,1,5000,0,3600,31101
52,2,3,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,3,4,1,0,1,0,2,3,4,5,4,5,2,3,1,0,2,3,1,0,2,4,1,0,1,0,1,0,1,0,1,0,1,0,1,0,2,3,1,0,3,4,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,3,3,1,4,1,2,0,0,0,2,0,0,5,1,3,2,2,4,3,3,3,0,0,0,3,2,1,2,3,2,1,2,5,3,2,3,3,3,3,3,누군가는 계속해서 농사를 지을 것이므로,2,3,1,10,2,2,2,2,2,2,2,2,3,3,3,1,1,농부,농기계들,목수,없다,0,2,1,78,1,0,2,6,0,0,4200,0,901201
53,3,4,3,4,4,5,4,5,4,5,4,5,4,5,4,5,4,5,4,4,4,5,4,5,4,5,3,4,4,4,4,5,4,5,4,5,4,5,4,5,4,5,4,5,4,5,4,5,4,5,4,4,4,4,4,5,4,5,4,5,3,3,4,5,4,5,3,4,4,5,4,5,3,4,4,5,4,4,3,4,4,5,19,1,1,1,전자산업기사,0,0,2,0,0,7,4,3,2,2,3,3,2,4,5,5,4,4,3,3,3,2,3,3,3,4,3,4,4,4,3,4,2,영업과 녹지 사무용품 배달업무등 여러가지 작업을 병행하고 있기 때문에 입직을 요하는 사람이 많지않다,4,2,4,40,2,1,1,2,2,2,2,2,3,4,3,3,3,없다,공구셋트,없다,없다,없다,3,1,35,4,기계,1,1,1,2900,0,2500,832101
54,3,4,3,3,2,3,1,0,2,2,2,2,3,2,1,0,2,2,3,3,2,1,3,3,1,0,2,2,2,1,3,4,2,3,1,0,3,3,1,0,1,0,1,0,1,0,3,3,2,2,2,3,3,3,4,4,4,5,2,2,3,3,2,4,3,3,2,2,3,3,1,0,3,3,2,2,1,0,1,0,1,0,16,5,2,1,보육교사자격증,0,0,2,0,0,2,2,4,4,4,4,4,3,2,2,4,3,3,3,3,2,4,4,3,3,4,2,3,4,3,2,3,4,맞벌이 부부가 증가해서,2,4,5,10,2,1,2,2,2,2,2,1,4,4,4,3,3,선생님,"교제,놀이도구들",없다,어린이집 원장,없다,2,2,42,4,유아교육,1,3,1,2400,0,1600,232101
55,3,5,3,4,3,4,3,5,3,4,2,5,3,4,1,0,3,5,3,5,4,5,3,5,3,5,3,4,3,4,3,5,3,5,3,5,3,5,3,5,3,4,3,4,3,5,3,5,3,5,3,3,2,4,3,4,3,4,3,5,3,4,3,4,3,4,3,5,3,5,3,5,2,4,3,5,3,5,2,4,3,4,13,1,1,2,0,0,0,2,0,0,7,4,4,3,3,4,4,4,3,3,4,4,3,3,3,3,2,2,2,1,2,2,2,3,3,3,3,2,급속한 인공지능 기술 발달로 영상작업도 대체될 수 있다,3,2,5,40,1,1,1,1,1,1,2,2,4,3,3,3,2,없다,에프터이펙트,없다,없다,없다,3,2,26,3,미디어영상,1,1,1,2300,0,1800,415503
56,2,2,3,5,3,5,2,2,3,3,2,2,2,2,2,2,2,2,2,2,1,0,2,2,2,2,1,0,1,0,3,5,3,5,3,5,1,0,1,0,1,0,1,0,1,0,1,0,1,0,3,4,1,0,3,5,2,2,1,0,1,0,1,0,1,0,2,3,1,0,1,0,1,0,1,0,1,0,1,0,1,0,9,1,1,2,0,0,0,2,0,0,2,2,4,4,3,3,2,2,4,3,4,4,4,4,4,2,4,4,4,4,3,3,2,2,3,2,2,2,열악한 근무환경조건,2,3,1,10,1,1,1,2,1,1,2,2,4,4,3,4,2,없다,"앞치마, 고무장갑",유통판매원,없다,없다,3,2,50,2,인문계,1,1,1,2500,0,2000,532301
57,4,5,4,5,3,5,4,4,4,5,3,5,3,5,4,4,3,5,5,5,1,0,3,4,3,4,3,4,4,4,2,3,2,4,3,4,4,4,3,4,1,0,3,5,3,4,3,4,4,5,4,5,3,5,4,5,3,4,3,5,2,3,3,4,3,4,4,4,1,0,4,4,3,4,2,3,3,4,1,0,4,5,8,4,1,1,도선사,해기사,0,2,0,0,6,5,5,4,4,4,4,4,4,0,0,4,4,5,4,2,4,4,5,3,4,4,4,5,2,3,5,3,소수 특수의 직업이라서 일자리 변화가 적어서,2,3,6,10,2,2,2,2,2,2,2,2,4,5,5,5,3,없다,없다,선장,없다,없다,3,1,56,4,기관학,2,6,0,0,16000,0,621202
58,5,6,3,4,5,6,1,0,1,0,3,4,2,3,5,7,5,7,5,6,5,6,2,2,5,6,4,6,5,7,2,2,1,0,1,0,4,6,1,0,3,4,1,0,1,0,5,6,5,7,3,4,4,5,4,5,2,2,4,5,5,7,4,6,4,4,4,6,4,5,4,5,4,5,5,6,5,6,3,4,3,3,15,2,5,2,0,0,0,2,0,0,7,5,4,5,5,4,4,4,4,0,4,4,4,3,3,2,4,4,4,5,4,4,2,2,4,2,4,3,국정운영에 따라서,1,3,1,0,2,2,2,2,2,2,2,2,3,3,2,3,2,정치인,"수첩,볼펜",없다,없다,없다,3,1,68,5,국제관광,1,1,1,14000,0,11000,11101
59,3,4,4,4,4,5,1,0,3,6,1,0,3,4,3,4,3,4,4,5,2,3,3,4,3,3,3,5,4,6,1,0,1,0,1,0,3,4,1,0,1,0,1,0,1,0,3,4,4,5,3,4,4,5,3,4,2,2,3,5,4,5,4,5,2,2,2,2,2,2,1,0,2,2,3,4,3,4,1,0,1,0,15,1,6,1,항공관제사,0,0,1,4,직무관련,7,5,5,4,4,2,3,3,4,4,4,4,4,4,4,4,4,3,3,3,4,4,3,3,3,3,3,4,해외 여행객 증가,1,3,1,0,2,2,2,2,2,2,2,2,5,5,4,4,2,없다,"통신장비, 레더모니터",없다,없다,없다,2,1,35,4,항공서비스,1,1,1,4000,0,3000,621401
60,3,4,3,4,3,4,1,0,2,2,1,0,2,3,4,5,3,5,3,4,2,3,3,4,4,5,3,4,4,5,2,1,1,0,1,0,3,5,1,0,1,0,1,0,1,0,3,4,3,5,4,5,3,4,3,4,2,2,2,3,4,4,4,5,2,2,3,4,2,2,3,4,2,2,2,2,3,4,2,2,3,5,7,4,1,2,0,0,0,1,1,판매방법,7,1,2,3,4,4,3,4,2,0,0,0,2,2,3,2,3,3,3,4,2,3,4,4,3,3,3,2,자동/전산 시스템의 발달,3,2,3,40,2,2,2,2,2,2,2,2,2,3,2,2,3,없다,복권,개인사업,없다,없다,2,1,60,2,문,2,6,0,0,1800,0,616201
61,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,2,2,3,3,3,3,3,3,2,2,3,3,2,2,3,3,2,2,3,3,2,2,3,3,1,0,3,3,2,2,3,3,2,2,3,3,2,2,3,3,2,2,4,6,2,2,3,3,2,3,2,2,3,3,2,2,3,3,2,2,3,3,7,1,1,1,바리스타 자격증,0,0,1,4,로스팅 기술교육,4,2,3,3,3,3,3,3,3,0,0,3,3,4,4,3,3,3,3,2,3,1,3,4,3,3,3,5,휴게음식점등이 많아질것입니다,4,5,3,50,2,2,1,2,2,2,2,2,3,3,3,3,4,없다,로스팅기계,요리사,커피숍 운영,0,3,1,42,2,전기,2,5,0,0,4000,0,531701
62,2,1,1,0,2,3,1,0,1,0,2,2,2,3,2,3,2,3,2,1,1,0,2,1,1,0,1,0,2,3,2,2,1,0,1,0,2,3,1,0,1,0,1,0,1,0,3,3,1,0,2,3,2,1,2,2,1,0,1,0,2,1,1,0,2,2,2,2,1,0,2,2,2,1,1,0,1,0,1,0,1,0,3,1,2,2,0,0,0,2,0,0,2,4,3,2,3,2,3,2,2,2,3,4,4,2,3,2,3,2,2,2,2,3,3,2,4,2,3,2,"기계화, 자동화",3,1,2,50,1,1,1,2,2,1,2,1,3,3,3,3,3,없다,컴퓨터,없다,없다,없다,4,1,48,4,축산,1,1,1,4500,0,2700,872301
63,4,5,3,4,3,5,3,3,4,6,4,5,2,4,3,5,2,4,4,4,4,5,3,4,5,3,2,4,3,5,4,3,3,4,4,4,3,2,2,3,3,4,4,4,4,5,4,4,4,4,4,5,3,3,5,6,3,4,4,5,3,4,4,5,3,4,3,4,3,4,4,6,2,4,4,4,3,5,3,3,4,4,9,1,1,1,한식조리사,0,0,2,0,0,5,1,4,3,2,5,5,5,4,5,4,5,5,4,4,2,5,5,4,4,3,3,3,3,3,2,2,4,새로생기고 없어지는 식당이 너무 많다,2,2,4,20,1,1,1,1,1,2,2,2,4,4,4,4,4,셰프,"저울,칼,도마",가정주부,없다,없다,2,2,56,2,인문계,2,5,0,0,1800,0,531201
64,1,0,1,0,1,0,4,5,1,0,1,0,1,0,1,0,1,0,3,3,1,0,3,5,1,0,1,0,1,0,4,4,3,6,4,4,1,0,4,4,3,6,4,6,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,3,1,4,2,0,0,0,1,3,펄프 및 종이제조장치 조작원,3,2,2,2,2,4,4,2,4,3,4,4,4,3,2,3,4,4,4,4,3,4,2,2,4,2,2,2,제지 산업 수출 둔화,3,2,2,5,1,2,1,2,2,2,2,2,4,4,3,4,2,없다,"쇄목기, 탈묵기",택시기사,없다,없다,4,1,46,2,실업계,1,1,1,3400,0,2000,882201
65,4,5,4,4,3,6,2,3,3,3,4,6,4,6,3,6,4,5,3,5,4,4,3,5,4,5,4,6,5,5,4,6,3,5,4,5,2,1,3,5,4,5,4,5,4,4,5,6,5,6,4,6,3,5,3,5,4,4,4,6,5,5,4,6,3,5,4,5,3,5,1,0,5,5,4,6,3,5,4,6,3,5,8,1,6,2,0,0,0,1,3,서비스 교육과 안전훈련 메이크업 교육,5,4,5,4,4,4,5,3,4,3,4,5,4,4,5,2,3,3,4,3,4,2,5,4,3,2,4,2,전산화 또는 자동화로 인한 인원감축,4,4,4,30,2,1,1,1,1,1,1,1,4,5,4,5,2,스튜어디스,"볼펜,카드",없다,없다,없다,2,2,30,4,항공비서,1,1,1,3000,0,2200,522101
66,3,5,3,5,3,5,3,5,4,6,2,3,3,4,4,4,4,5,4,5,3,5,3,5,4,5,3,5,3,4,4,5,3,5,3,4,4,4,3,4,3,5,4,4,3,5,4,4,3,5,3,5,3,4,3,4,4,4,3,5,4,5,3,4,4,4,4,4,3,5,3,5,4,4,4,5,3,6,4,5,3,5,8,1,4,2,0,0,0,1,1,일정기간의 현장에서 배우는 교육,4,5,4,3,4,4,4,3,3,4,3,4,4,2,2,3,4,3,3,3,3,3,2,4,4,3,4,3,항공기 이용객들은 꾸준할것이므로,2,2,3,15,2,1,2,2,1,1,2,2,3,3,4,3,3,없다,컴퓨터,없다,없다,없다,3,1,46,4,경영행정학,1,1,1,6000,0,2700,28203
67,2,3,5,5,4,5,2,4,2,3,2,3,1,0,1,0,1,0,1,0,1,0,2,3,2,3,2,3,3,4,5,5,5,5,2,3,1,0,2,3,1,0,1,0,1,0,2,3,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,19,4,1,2,0,0,0,2,0,0,4,1,3,2,2,3,4,2,2,0,0,0,3,3,3,4,2,2,2,2,2,1,1,2,2,2,2,3,꾸준한 수요가 있어서,2,3,1,10,2,2,2,2,2,2,2,2,3,3,2,3,1,조경사,화물차포크레인,건설기능원,없다,없다,2,1,67,2,기계,2,6,0,0,6000,0,901501
68,3,4,4,5,2,3,4,5,3,4,1,0,1,0,2,2,1,0,1,0,4,5,4,5,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,2,3,4,5,1,0,2,2,1,0,2,2,2,3,2,3,1,0,1,0,1,0,1,0,3,4,3,4,1,0,2,3,3,4,3,4,1,0,1,0,1,0,6,1,6,1,건축기사,0,0,1,4,기계 설계 문제점 도출,6,5,4,4,4,4,4,2,3,3,4,4,3,4,3,2,4,3,4,3,3,2,1,4,2,1,4,3,현장마다 맞춤설계가 꼭 필요하므로,3,2,5,30,2,2,2,2,2,2,2,2,4,3,4,3,3,없다,설계 캐드 프로그램,없다,없다,0,2,1,39,4,기계공학,1,1,1,4300,0,3000,151101
