idx,sq1,sq2,sq3,sq4,sq5,sq6,sq7,sq8,sq9,sq10,sq11,sq12,sq13,sq14,sq15,sq16,kq1_1,kq1_2,kq2_1,kq2_2,kq3_1,kq3_2,kq4_1,kq4_2,kq5_1,kq5_2,kq6_1,kq6_2,kq7_1,kq7_2,kq8_1,kq8_2,kq9_1,kq9_2,kq10_1,kq10_2,kq11_1,kq11_2,kq12_1,kq12_2,kq13_1,kq13_2,kq14_1,kq14_2,kq15_1,kq15_2,kq16_1,kq16_2,kq17_1,kq17_2,kq18_1,kq18_2,kq19_1,kq19_2,kq20_1,kq20_2,kq21_1,kq21_2,kq22_1,kq22_2,kq23_1,kq23_2,kq24_1,kq24_2,kq25_1,kq25_2,kq26_1,kq26_2,kq27_1,kq27_2,kq28_1,kq28_2,kq29_1,kq29_2,kq30_1,kq30_2,kq31_1,kq31_2,kq32_1,kq32_2,kq33_1,kq33_2,bq1,bq2,bq3,bq4,bq4_1a,bq4_1b,bq4_1c,bq5,bq5_1,bq5_2,bq6,bq7,bq8_1,bq8_2,bq8_3,bq9,bq10,bq11,bq12_1,bq12_2,bq12_3,bq12_4,bq12_5,bq13_1,bq13_2,bq13_3,bq14_1,bq14_2,bq14_3,bq14_4,bq14_5,bq15,bq16_1,bq16_2,bq16_3,bq16_4,bq16_5,bq17,bq18_1,bq18_2,bq18_3,bq18_4,bq18_5,bq18_6,bq18_7,bq18_8,bq18_9,bq18_10,bq19,bq20,bq20_1,bq21_1,bq21_2,bq21_3,bq22,bq23,bq24,bq25,bq26,bq27,bq27_1,bq28,bq28_1,bq28_2,bq29,bq30,bq31_1,bq31_2,bq31_3,knowcode
18600,3,4,3,2,3,3,2,3,3,2,3,5,3,2,2,3,1,0,2,2,1,0,2,2,2,2,2,1,2,4,1,0,3,4,2,4,3,4,1,0,2,4,2,4,2,2,2,2,2,3,2,2,1,0,1,0,2,4,2,2,2,4,2,4,2,3,2,2,2,2,2,1,2,2,2,2,2,4,2,4,2,2,17,1,2,1,치과기공사, , ,2, , ,5,4,3,3,2,4,3,3,3,3,9,3,3,2.0,4,4.0,3.0,5.0,3.0,4,3.0,3.0,2.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0, ,1.0,5,"건강,미용인구 증가와 노령인구 증가로",3,4.0,4, , , ,2,45.0,3,치기공학,1,1, ,1,34,3200,2500, ,306301
18601,5,5,5,5,5,5,4,5,5,4,5,4,5,4,4,2,3,4,2,2,2,2,1,0,3,3,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,3,6,2,2,1,0,1,0,2,2,3,4,2,5,3,4,1,0,2,2,2,3,3,3,3,5,1,0,3,4,1,0,16,5,6,1,정치학박사, , ,2, , ,7,7,4,4,4,4,4,3,4,9,4,4,4,1.0,5,4.0,2.0,5.0,2.0,5,2.0,3.0,4.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0, ,1.0,3,정치와 사회는 불가분으 관계이므로,1,1.0,1, ,"외래교수, 외래강사", ,2,58.0,6,정치학,1,1, ,1,40.0,7000,2800, ,110201
18602,3,2,4,3,4,3,3,2,3,2,2,3,2,3,3,3,3,3,2,4,3,4,2,3,3,4,2,4,3,4,2,3,3,4,2,3,2,3,2,5,3,3,3,4,4,3,3,3,3,5,3,4,3,3,3,4,4,5,2,2,3,4,4,4,2,3,4,5,4,5,2,3,2,4,2,3,3,3,2,2,3,5,6,1,2,1,조경원자격증, , ,2, , ,2,2,4,3,4,4,4,4,4,5,4,4,5,3.0,4,3.0,2.0,3.0,2.0,2,2.0,3.0,3.0,2.0,2.0,4.0,3.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0, ,2.0,1,경기침체,3,4.0,4,조경업, , ,1,43.0,2,상업,1,1, ,1,10,3200,2200, ,901501
18603,2,2,2,3,2,2,2,3,3,4,3,4,3,2,2,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,18,1,3,2, , , ,2, , ,1,1,2,2,2,4,2,3,4,9,9,4,4,2.0,3,3.0,5.0,5.0,4.0,5,5.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0, ,2.0,4,골프장 증가,4,4.0,3,자영업, , ,2,68.0,1, ,1,2, ,2,45,1500,1500, ,901501
18604,4,3,4,5,5,5,4,3,2,4,5,5,4,3,3,4,3,4,4,4,2,3,1,0,5,5,3,4,1,0,1,0,1,0,1,0,1,0,1,0,3,4,3,4,3,3,1,0,1,0,4,3,2,3,2,4,1,0,1,0,3,4,1,0,1,0,1,0,1,0,1,0,5,5,4,4,3,4,4,4,4,5,8,1,2,2, , , ,2, , ,7,4,3,3,3,4,3,4,3,3,4,4,3,2.0,4,3.0,5.0,5.0,5.0,4,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0, ,2.0,3,인건비를 줄이기 위해 최소인원으로 정예화할것이라서,4,4.0,3, , , ,1,48.0,3,행정과,1,1, ,1,50.0,3600,2500, ,28201
18605,4,4,4,5,5,5,5,5,5,5,5,5,5,4,3,4,4,5,4,4,2,3,3,1,4,5,2,3,2,2,1,0,2,4,4,5,2,3,5,5,5,5,3,5,5,6,4,4,3,3,4,4,3,3,3,5,5,5,3,4,3,4,4,5,4,5,2,3,2,5,2,4,5,6,4,5,5,6,4,5,4,5,15,2,4,1,소방설비기사,위험물관련기사,"응급주조사, 산업안전기사, 전기기사",1,4,"정보처리, 구조기술, 진입기술 인명구급",6,4,3,3,3,2,4,3,2,2,3,4,3,3.0,3,3.0,2.0,2.0,2.0,2,2.0,3.0,3.0,3.0,3.0,3.0,3.0,5.0,1.0,2.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,"신형장비 도입 조직이 일부 개편됨, 기타 프로그램도입에 따른 체계화등",1.0,2,일처리 간소화 (PG도입등),1,3.0,3,회사원,"소방공사감리, 점검업, 공사업등", ,1,45.0,4,소방관련학,1,1, ,1,60,5000,2000, ,240201
18606,2,1,4,1,1,2,4,5,5,2,2,4,3,1,1,1,1,0,1,0,1,0,1,0,1,0,1,0,4,5,1,0,3,3,3,4,2,3,1,0,3,4,2,2,2,3,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,3,4,1,0,1,0,2,2,1,0,3,1,5,2, , , ,2, , ,7,2,2,2,2,3,2,3,2,2,3,2,3,4.0,1,2.0,2.0,3.0,3.0,2,3.0,4.0,2.0,4.0,4.0,2.0,2.0,4.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0, ,1.0,3, ,3,3.0,3,상품 판매원, , ,1,40.0,3,정치학,1,3, ,2,56,4000,3000, ,817101
18607,3,3,4,3,4,3,3,4,3,4,3,4,3,3,4,3,1,0,1,0,1,0,1,0,3,3,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,3,4,4,5,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,2,3,1,0,18,2,3,1,스포츠생활지도사, , ,2, , ,6,4,3,4,3,2,3,4,4,4,3,3,4,1.0,3,3.0,4.0,4.0,5.0,4,4.0,2.0,1.0,1.0,1.0,2.0,1.0,4.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0, ,1.0,4,다양한스포츠강좌가 개설,1,2.0,1, , , ,1,26.0,3,체육학과,1,1, ,1,42,2350,1950, ,420401
18608,4,3,2,1,2,2,2,2,2,2,3,4,3,2,2,2,1,0,1,0,2,3,2,3,2,2,1,0,2,2,3,3,1,0,1,0,1,0,1,0,3,3,2,2,3,3,1,0,3,3,2,2,2,2,2,2,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,4,1,2, , , ,2, , ,1,1,3,1,1,5,3,4,1,9,9,9,1,1.0,4,4.0,4.0,5.0,4.0,3,3.0,2.0,2.0,3.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0, ,1.0,1,저렴한 수입농산물 때문에 수입이 적어서,4,4.0,4, , , ,1,76.0,1, ,2, ,6, ,55, , ,1000,901101
18609,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2,4,2,3,2,3,2,5,2,3,4,5,4,5,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,3,5,3,4,5,6,4,4,1,0,1,0,5,7,4,6,3,4,2,3,4,3,1,0,1,0,1,0,3,4,4,5,3,4,3,4,1,0,17,1,1,1,외과의사 면허증, , ,2, , ,3,7,4,4,4,2,4,4,4,9,9,9,4,1.0,5,4.0,2.0,5.0,5.0,5,2.0,1.0,4.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0, ,1.0,3,사람들에게 필요해서,1,1.0,1, , , ,1,58.0,6,외,2, ,6, ,40, , ,15000,301102
18610,3,3,4,3,4,4,3,3,3,3,3,4,4,3,3,3,1,0,1,0,1,0,5,7,5,7,2,2,2,2,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,2,2,2,3,1,0,1,0,1,0,1,0,1,0,1,0,2,2,7,4,2,2, , , ,2, , ,7,2,2,2,2,3,3,3,3,3,3,3,3,3.0,2,3.0,3.0,4.0,3.0,3,4.0,2.0,3.0,3.0,2.0,2.0,3.0,5.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0, ,2.0,2,렌트를 이용하는 사람들이 증가,3,2.0,2, , , ,2,40.0,4,무용,2, ,6, ,40, , ,3000,612301
18611,5,5,5,4,5,5,5,5,5,5,3,4,4,3,2,3,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,3,5,1,0,1,0,3,5,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,3,1,4,2, , , ,1,4,"기계작동법, 안전관련 주의사항",2,2,3,3,3,3,3,3,3,3,3,3,3,3.0,3,3.0,3.0,3.0,2.0,3,3.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0, ,2.0,2,기술의 발전으로 좋은 기계가 개발될것이다,3,3.0,3,회사원, , ,1,34.0,2,정보처리과,1,1, ,1,52,4800,3500, ,882301
18612,4,4,4,4,4,3,4,3,5,4,4,3,4,3,3,4,3,4,2,3,3,5,3,5,3,5,2,5,1,0,1,0,3,5,1,0,4,6,1,0,1,0,4,6,1,0,1,0,1,0,4,5,4,6,3,4,1,0,4,6,4,6,4,5,3,4,1,0,1,0,3,4,3,4,3,4,2,4,3,5,2,3,13,1,2,2, , , ,1,6, ,6,6,5,2,2,4,4,2,3,9,9,9,3,4.0,2,3.0,2.0,2.0,2.0,1,1.0,3.0,4.0,3.0,4.0,1.0,1.0,5.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0, ,3.0,2, ,1,4.0,4, , , ,1,56.0,4, ,1,1, ,1,50.0, , , ,13902
18613,3,4,3,3,3,3,3,3,3,3,3,3,5,2,4,3,2,4,5,5,2,3,2,1,5,7,3,3,1,0,1,0,3,5,1,0,3,3,1,0,2,2,2,2,2,2,2,3,2,3,2,3,2,4,1,0,2,2,4,7,3,5,3,6,2,5,2,3,2,5,2,2,2,5,5,4,3,5,3,4,3,3,15,2,5,2, , , ,1,2, ,5,5,4,4,4,5,3,4,4,4,3,5,4,4.0,4,3.0,3.0,3.0,4.0,3,2.0,3.0,4.0,4.0,3.0,3.0,3.0,5.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0, ,1.0,2, ,4,4.0,4, , , ,2,29.0,4,법학과,1,1, ,1,40.0,3000,2500, ,26401
18614,2,4,4,1,3,4,1,4,4,2,5,5,4,1,1,3,1,0,2,1,1,0,2,1,5,6,1,0,1,0,1,0,3,2,4,3,1,0,1,0,3,3,1,0,2,2,1,0,1,0,3,2,2,1,1,0,1,0,2,1,1,0,1,0,2,2,1,0,1,0,1,0,2,1,1,0,4,4,1,0,1,0,19,1,2,1,전자산업기사, , ,2, , ,4,4,3,3,2,2,2,3,3,3,3,3,3,4.0,2,1.0,3.0,4.0,4.0,3,3.0,2.0,2.0,2.0,2.0,1.0,1.0,4.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0, ,1.0,3,휴대폰의 사용은 꾸준 하므로,1,1.0,2, , , ,1,33.0,3,전자,1,1, ,1,40,3500,2500, ,841201
18615,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,6,4,5,4,6,5,5,5,6,4,6,1,0,1,0,5,4,1,0,1,0,1,0,4,4,4,5,1,0,1,0,1,0,4,5,4,5,1,0,3,5,5,5,4,5,4,5,4,5,1,0,1,0,1,0,4,5,4,5,4,6,4,5,1,0,11,1,2,2, , , ,1,1,"창구응대 서비스 교육, 은행전산관련 훈련",2,5,4,3,3,5,3,3,5,4,5,5,5,2.0,3,3.0,3.0,2.0,4.0,3,3.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0, ,2.0,1,전산강화로 인터넷뱅킹 확산으로 점점 대면거래는 없어질 것으로 보인다,4,4.0,4, ,"금융컨설턴트, 보험설계사","증권사직원, 펀드매니저, 보험사직원",2,40.0,4, ,1,1, ,1,50.0,10000,3500, ,32401
18616,2,3,3,3,3,3,2,2,2,2,2,3,3,3,1,1,1,0,1,0,1,0,1,0,1,0,1,0,3,4,2,3,1,0,1,0,1,0,1,0,4,4,1,0,3,4,3,4,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,3,1,2,2, , , ,2, , ,4,1,3,2,2,4,4,4,3,3,4,4,3,2.0,4,3.0,4.0,5.0,4.0,4,4.0,2.0,3.0,4.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0, ,2.0,2,기계의 자동화,4,4.0,4,농업, , ,1,54.0,2,문,1,3, ,2,40,3200,2400, ,873501
18617,3,3,3,3,3,3,3,3,3,4,4,5,5,3,4,4,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,3,5,1,0,1,0,2,2,1,0,2,3,2,3,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,2,2,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,3,1,3,2, , , ,1,2,공정교육,1,2,4,3,3,4,4,3,3,3,3,3,3,3.0,3,3.0,4.0,4.0,4.0,1,4.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,새로운 장비도입,2.0,3,변화가 없을것 같다,3,3.0,3, , , ,1,24.0,2,CNC밀링과,1,1, ,1,50,3050,3000, ,835201
18618,5,5,5,5,5,5,4,5,5,5,5,5,5,4,4,5,3,4,3,4,3,3,1,0,3,3,3,3,1,0,1,0,4,4,5,3,2,3,1,0,5,4,4,3,4,4,4,3,4,3,4,3,3,3,1,0,1,0,2,3,4,4,2,3,3,2,1,0,1,0,1,0,3,3,3,3,3,4,3,4,5,5,8,2,6,1,철도차량정비자격증, , ,1,1,철도차량기술교육,6,4,5,5,5,5,5,2,4,3,3,3,3,1.0,5,5.0,5.0,5.0,5.0,5,5.0,3.0,4.0,3.0,4.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0, ,2.0,2,차량노후로 단종됨(차량노후로 단종되므로),3,3.0,3, , , ,1,53.0,4,기계설계학과,1,1, ,1,52,8000,2800, ,812301
18619,4,5,4,4,5,4,5,5,5,5,3,5,5,3,3,4,3,4,4,6,3,4,4,4,4,5,5,5,5,6,1,0,3,4,2,3,5,7,1,0,1,0,2,4,1,0,1,0,1,0,3,3,2,2,1,0,1,0,1,0,3,5,3,4,2,3,2,2,1,0,1,0,2,2,2,4,3,5,3,5,3,3,3,1,1,2, , , ,1,5, ,4,4,4,4,2,4,5,4,4,3,5,5,4,4.0,2,3.0,4.0,4.0,4.0,1,1.0,2.0,4.0,5.0,4.0,2.0,2.0,5.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,경기가 나빠짐에 있어서 직원들이 줄었기 때문에 업무도 포괄적으로 바뀌었다,2.0,2,사회적 여러문제에 의해 기업에서 채용 인원이 줄고있기때문에,1,1.0,1, , , ,2,27.0,3,패션디자인,1,1, ,1,35,3400,1440, ,415201
18620,4,4,4,4,5,4,4,4,4,4,4,5,4,4,3,4,3,2,4,3,3,2,2,2,2,1,2,2,4,5,1,0,4,5,4,7,4,5,4,5,4,6,3,5,4,7,2,3,1,0,1,0,1,0,1,0,1,0,1,0,4,6,1,0,4,6,1,0,1,0,1,0,4,5,2,5,1,0,4,5,1,0,3,1,6,2, , , ,1,1, ,6,5,5,3,2,3,4,3,4,3,3,4,4,2.0,2,2.0,4.0,3.0,4.0,4,4.0,3.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,윈도우 10 도입,2.0,4,플랜트업종이 늘었으면 늘었지 줄진 않을듯...,2,3.0,1, , , ,1,33.0,4,기계공학,1,1, ,1,45,6000,4300, ,151107
18621,1,3,3,1,3,2,3,3,3,3,2,1,2,1,1,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,5,4,1,0,1,0,1,0,1,0,3,2,1,0,1,0,4,4,5,4,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,4,1,2, , , ,2, , ,7,1,3,3,3,4,3,3,2,9,9,3,2,5.0,1,3.0,3.0,3.0,3.0,4,2.0,3.0,3.0,2.0,2.0,3.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0, ,2.0,1,농가소득이 갈수록 줄어들어서 할려고 하는 사람이 없어서,3,3.0,2, , , ,2,58.0,1, ,2, ,7, ,60, , , ,901101
18622,3,4,4,3,4,4,3,3,4,3,3,3,4,2,2,2,1,0,2,3,1,0,2,3,3,4,2,3,2,3,3,4,2,3,1,0,1,0,1,0,3,4,2,3,2,2,2,3,2,3,2,2,2,2,1,0,1,0,4,4,2,4,2,3,2,3,1,0,2,3,2,3,3,4,1,0,3,4,3,4,2,3,9,1,2,2, , , ,1,1, ,7,2,2,1,2,3,2,3,2,2,3,4,3,4.0,2,2.0,3.0,3.0,4.0,4,3.0,3.0,2.0,3.0,3.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0, ,2.0,2,치킨사업이 하향세로 가기 때문에,3,3.0,3,주부, , ,2,50.0,2, ,1,1, ,1,30,2600,2600, ,532101
18623,3,2,4,4,4,3,4,4,4,4,5,4,2,2,4,4,5,5,3,6,4,4,2,4,3,4,4,5,1,0,1,0,1,0,1,0,1,0,1,0,2,3,1,0,1,0,1,0,1,0,2,4,1,0,1,0,1,0,3,4,3,5,1,0,1,0,1,0,1,0,1,0,4,4,3,4,1,0,1,0,5,4,8,1,3,2, , , ,2, , ,6,2,3,3,2,4,3,3,4,9,9,9,3,2.0,4,3.0,2.0,4.0,2.0,2,2.0,2.0,2.0,2.0,3.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,경영악화,3.0,2,자율주행 버스 도입으로 승무원 불필요,4,2.0,4,요식업, , ,1,53.0,2,인문계,2, ,5, ,40.0, , ,8000,15201
18624,4,5,4,3,4,3,3,3,5,3,4,5,2,4,4,3,2,2,2,2,2,2,1,0,1,0,1,0,2,2,1,0,4,4,1,0,5,5,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,2,5,1,0,3,3,4,4,1,0,1,0,1,0,1,0,1,0,1,0,1,0,13,1,2,2, , , ,1,3,Alias프로그램과 3D모델링에 대한 이해와 3D모델링실습,6,4,4,3,2,4,5,2,2,3,4,5,3,4.0,4,4.0,2.0,2.0,4.0,3,3.0,5.0,4.0,4.0,5.0,2.0,1.0,4.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,"VR의 활성화로 새로운프로그램에 대한 교육,  기존의 방식보다 편리한 방식에 대한 교육",1.0,2,비슷한직종 종사자들의 직종변경으로 인해,2,1.0,4, ,자동차 디자이너, ,2,26.0,4,산업디자인학,1,1, ,1,52,3400,1500, ,159103
18625,4,3,4,4,5,5,4,4,4,4,4,4,4,4,4,4,1,0,2,4,2,4,4,3,5,5,4,3,1,0,1,0,4,3,4,4,2,3,2,2,4,3,4,4,4,3,2,3,1,0,2,3,2,3,2,3,1,0,4,3,4,3,4,3,4,2,1,0,1,0,1,0,2,3,1,0,2,4,2,3,4,3,8,2,4,1,철도차량산업기사,철도교통 안전관리자, ,1,4,필요한 교육,4,3,4,3,3,4,4,4,4,3,4,4,4,2.0,2,2.0,2.0,2.0,2.0,5,5.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,"신형 전기차량, ktx도입으로 기술 습득",2.0,1,"기술 수준 향상,자동화",3,3.0,3, , , ,1,57.0,2,이,1,1, ,1,48,7800,2500, ,812301
18626,3,3,4,3,3,4,4,3,3,3,4,4,3,3,2,2,3,3,3,3,2,3,3,4,4,4,3,3,2,2,3,3,2,3,2,3,1,0,1,0,2,3,3,4,2,3,2,3,2,3,3,4,2,3,2,3,2,3,2,3,2,3,2,3,1,0,2,3,2,2,1,0,2,3,2,3,3,4,2,3,2,3,9,4,1,2, , , ,2, , ,7,1,2,1,1,4,2,2,2,9,9,9,2,5.0,2,2.0,2.0,4.0,3.0,4,3.0,3.0,4.0,2.0,3.0,2.0,1.0,5.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0, ,1.0,1,경제가 안좋아서,4,1.0,4,택시기사, , ,1,60.0,2,인문,2, ,6, ,70, , ,2500,532101
18627,4,5,4,3,2,2,4,4,5,4,5,5,4,3,2,3,3,3,3,3,2,2,4,5,4,5,2,2,2,2,1,0,1,0,1,0,4,5,1,0,2,2,2,2,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,2,2,1,0,3,4,1,0,1,0,1,0,1,0,2,2,3,3,1,0,7,1,1,2, , , ,2, , ,6,1,2,2,2,4,3,3,2,9,9,9,2,3.0,2,2.0,3.0,3.0,3.0,2,3.0,3.0,3.0,3.0,2.0,2.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,고객의 요구가 까다롭다,2.0,3,맞춤제작 옷 선호층이 항상 있다,3,3.0,3,고장현장에서 일함,옷수선, ,1,68.0,1, ,2, ,6, ,50, , ,2000,863201
18628,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,4,3,4,3,4,3,4,3,4,3,4,3,4,3,4,3,4,3,4,3,4,3,4,3,4,3,4,3,4,3,4,3,4,3,4,3,4,3,1,3,4,3,4,3,4,3,4,3,4,3,4,3,4,3,4,3,4,3,4,3,4,3,4,15,2,5,2, , , ,1,2, ,2,2,3,3,3,4,4,4,4,4,5,5,5,2.0,4,4.0,5.0,5.0,5.0,5,5.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0, ,1.0,3, ,4,4.0,4, , , ,1,25.0,4,심리학과,1,1, ,1,40.0,3500,3000, ,26401
18629,4,4,5,3,4,4,4,4,5,4,3,3,3,2,3,3,1,0,1,0,1,0,1,0,1,0,1,0,3,4,1,0,1,0,4,4,2,2,1,0,4,4,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,4,4,1,0,1,0,3,3,1,0,3,1,2,2, , , ,2, , ,3,2,3,1,1,3,3,1,3,3,3,3,3,4.0,3,3.0,3.0,3.0,2.0,2,2.0,3.0,1.0,1.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0, ,1.0,3, ,2,2.0,2, , , ,1,51.0,2,기계,1,1, ,1,40,3700,2400, ,882101
18630,2,4,3,1,3,2,2,3,4,2,2,4,2,1,1,2,1,0,1,0,1,0,1,0,1,0,1,0,4,3,1,0,2,2,4,2,2,2,1,0,4,2,2,2,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,3,1,2,1,프레스금형 설계기사, , ,2, , ,7,2,3,2,3,3,2,3,4,3,4,4,4,2.0,3,2.0,4.0,4.0,3.0,3,3.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0, ,2.0,2,자동화 설비증가,2,2.0,2, , , ,1,35.0,2,기계,1,1, ,1,60,2800,2200, ,813101
18631,3,3,3,2,3,4,3,3,3,4,3,5,3,3,4,4,1,0,3,4,1,0,3,5,3,4,1,0,3,4,1,0,3,5,2,3,4,5,1,0,2,3,1,0,1,0,1,0,1,0,3,5,3,5,1,0,1,0,2,3,3,4,2,3,2,2,1,0,1,0,1,0,1,0,1,0,1,0,4,5,1,0,10,1,2,2, , , ,1,3,기본 업무 실무 능력,3,4,3,3,3,2,2,2,3,3,3,3,3,4.0,2,2.0,1.0,2.0,1.0,1,1.0,3.0,4.0,3.0,3.0,3.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,클라이언트의 새로운 내용 추구로 인해 기존 업무에서 내용이 더 심화됨,2.0,2, ,1,3.0,4, , , ,1,45.0,4,정보통신공학,1,1, ,1,50,6000,2400, ,415504
18632,3,3,3,3,4,4,4,3,3,4,4,3,4,3,3,3,2,3,3,3,3,3,2,2,4,4,3,3,2,1,1,0,3,4,3,5,2,3,2,2,4,4,3,3,3,3,3,3,2,2,3,4,3,3,3,2,3,3,3,3,4,4,3,4,3,4,2,2,2,2,2,2,4,4,3,5,3,5,3,5,3,3,15,2,6,2, , , ,1,2,실연구에 필요한 기술자격증 등,6,5,4,4,4,4,4,4,3,3,4,4,4,2.0,4,4.0,5.0,5.0,5.0,5,5.0,1.0,4.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,새로운 장치가 도입되면 장치를 이용해 시험평가를 진행해야 하므로 메뉴얼등을 숙지해야함,2.0,2,성능평가 판정을 내리는 일 외 자동화를 통한 인직이 개선,2,2.0,2,장비 설계,자동차 제조, ,1,30.0,5,기계공학과,1,1, ,1,40,4500,3600, ,151107
